Types,OHSP-350
version,1.70.6
Describe,OHS
Test date,2026-07-13
Test time,20:13:32
E(lx),0.94
Candle E(fc),0.09
CCT(K),100000
Duv,0.04107
CIE x,0.1600
CIE y,0.1900
CIE u,0.1290
CIE v,0.2298
CIE u',0.1290
CIE v',0.3448
SDCM,97.98
Ra,28.0
R1,8
R2,63
R3,25
R4,-14
R5,31
R6,61
R7,44
R8,6
R9,-99
R10,44
R11,-32
R12,51
R13,18
R14,54
R15,10
Ee(mW/c©O),0.000
S/P,5.567
Dominant(nm),480.00
Purity(%),71.5
Half width(nm),22.1
Peak(nm),458.8
Center(nm),459.9
Centroid(nm),494.8
R ratio(%),4.2
G ratio(%),27.1
B ratio(%),68.7
CIE1931 X,1.156
CIE1931 Y,1.373
CIE1931 Z,4.698
TLCI-2012,7
Integral Time(ms),5000.00
Peak Signal,12050
Dark Signal,3869
Compensate level,2830
Start wava(nm),380
End wava(nm),780
Wava(nm),[mW/m2/nm]
380,0.000146,
381,0.000488,
382,0.001985,
383,0.003128,
384,0.004503,
385,0.003784,
386,0.001974,
387,0.000559,
388,0.000260,
389,0.000758,
390,0.000733,
391,0.000788,
392,0.000243,
393,0.000289,
394,0.000968,
395,0.001145,
396,0.001089,
397,0.000483,
398,0.000088,
399,0.000049,
400,0.000072,
401,0.000137,
402,0.000439,
403,0.001146,
404,0.001098,
405,0.001253,
406,0.000421,
407,0.000255,
408,0.000223,
409,0.000109,
410,0.000390,
411,0.000563,
412,0.000732,
413,0.000792,
414,0.000473,
415,0.000351,
416,0.000244,
417,0.000452,
418,0.001011,
419,0.000895,
420,0.000757,
421,0.000033,
422,0.000000,
423,0.000060,
424,0.000340,
425,0.000337,
426,0.000303,
427,0.000063,
428,0.000000,
429,0.000129,
430,0.000447,
431,0.001888,
432,0.002490,
433,0.002743,
434,0.001869,
435,0.000832,
436,0.000420,
437,0.001069,
438,0.003359,
439,0.005320,
440,0.008223,
441,0.010287,
442,0.012319,
443,0.015697,
444,0.018082,
445,0.023362,
446,0.028621,
447,0.035123,
448,0.044124,
449,0.054534,
450,0.067141,
451,0.078384,
452,0.087380,
453,0.096551,
454,0.104769,
455,0.112341,
456,0.116381,
457,0.117883,
458,0.117652,
459,0.116081,
460,0.112127,
461,0.106912,
462,0.102243,
463,0.098031,
464,0.094132,
465,0.089806,
466,0.084976,
467,0.080094,
468,0.076401,
469,0.072956,
470,0.070230,
471,0.067011,
472,0.064434,
473,0.062131,
474,0.059311,
475,0.056609,
476,0.053639,
477,0.049960,
478,0.046890,
479,0.045188,
480,0.043005,
481,0.039486,
482,0.036996,
483,0.035159,
484,0.035146,
485,0.033243,
486,0.030050,
487,0.027174,
488,0.025632,
489,0.025733,
490,0.026805,
491,0.028636,
492,0.028262,
493,0.027872,
494,0.028071,
495,0.026239,
496,0.025304,
497,0.023446,
498,0.022793,
499,0.022891,
500,0.024359,
