Types,OHSP-350
version,1.70.6
Describe,OHS
Test date,2026-07-13
Test time,20:40:10
E(lx),48.54
Candle E(fc),4.51
CCT(K),100000
Duv,0.03185
CIE x,0.1653
CIE y,0.1800
CIE u,0.1369
CIE v,0.2236
CIE u',0.1369
CIE v',0.3354
SDCM,92.66
Ra,29.5
R1,13
R2,69
R3,20
R4,-12
R5,35
R6,68
R7,42
R8,1
R9,-99
R10,55
R11,-27
R12,58
R13,27
R14,52
R15,10
Ee(mW/c©O),0.025
S/P,5.517
Dominant(nm),478.60
Purity(%),71.1
Half width(nm),23.0
Peak(nm),456.6
Center(nm),459.9
Centroid(nm),484.8
R ratio(%),0.2
G ratio(%),27.6
B ratio(%),72.3
CIE1931 X,65.271
CIE1931 Y,71.066
CIE1931 Z,258.503
TLCI-2012,5
Integral Time(ms),570.00
Peak Signal,51806
Dark Signal,2405
Compensate level,2860
Start wava(nm),380
End wava(nm),780
Wava(nm),[mW/m2/nm]
380,0.000000,
381,0.000000,
382,0.000000,
383,0.000000,
384,0.000000,
385,0.000000,
386,0.000000,
387,0.000000,
388,0.000000,
389,0.000000,
390,0.000000,
391,0.000000,
392,0.000000,
393,0.000000,
394,0.000000,
395,0.000000,
396,0.000000,
397,0.000000,
398,0.000000,
399,0.000000,
400,0.000000,
401,0.000000,
402,0.000000,
403,0.000000,
404,0.000000,
405,0.000000,
406,0.000000,
407,0.000000,
408,0.000000,
409,0.000000,
410,0.000000,
411,0.000000,
412,0.000000,
413,0.000000,
414,0.000000,
415,0.000000,
416,0.000000,
417,0.000000,
418,0.000000,
419,0.000000,
420,0.000000,
421,0.000100,
422,0.001562,
423,0.003764,
424,0.008321,
425,0.012171,
426,0.017764,
427,0.026123,
428,0.039423,
429,0.059562,
430,0.083876,
431,0.112959,
432,0.146952,
433,0.184642,
434,0.231164,
435,0.284963,
436,0.342870,
437,0.423604,
438,0.521229,
439,0.636616,
440,0.768037,
441,0.916748,
442,1.089485,
443,1.292103,
444,1.530235,
445,1.808321,
446,2.127696,
447,2.497658,
448,2.918167,
449,3.388739,
450,3.892011,
451,4.405463,
452,4.915477,
453,5.392641,
454,5.815670,
455,6.146766,
456,6.363076,
457,6.423124,
458,6.359468,
459,6.234363,
460,6.012780,
461,5.742696,
462,5.415749,
463,5.070276,
464,4.740465,
465,4.444325,
466,4.201581,
467,4.006369,
468,3.847667,
469,3.704082,
470,3.567677,
471,3.418803,
472,3.260813,
473,3.088516,
474,2.937600,
475,2.756125,
476,2.577285,
477,2.404117,
478,2.241079,
479,2.094946,
480,1.963523,
481,1.850958,
482,1.754406,
483,1.674792,
484,1.611976,
485,1.559395,
486,1.515723,
487,1.479544,
488,1.441808,
489,1.408301,
490,1.373467,
491,1.339540,
492,1.300732,
493,1.267482,
494,1.237535,
495,1.209282,
496,1.185938,
497,1.164974,
498,1.153237,
499,1.139647,
500,1.125501,
501,1.108075,
502,1.092669,
503,1.079066,
504,1.070742,
505,1.061483,
506,1.049724,
507,1.039706,
508,1.030301,
509,1.020428,
510,1.011527,
511,0.996499,
512,0.983123,
513,0.970387,
514,0.962927,
515,0.960037,
516,0.959618,
517,0.956452,
518,0.950769,
519,0.942950,
520,0.939385,
521,0.940671,
522,0.941476,
523,0.943660,
524,0.942964,
525,0.941743,
526,0.938662,
527,0.936811,
528,0.936523,
529,0.936519,
530,0.937401,
531,0.936580,
532,0.935920,
533,0.932742,
534,0.930326,
535,0.930382,
536,0.928347,
537,0.921964,
538,0.914655,
539,0.910073,
540,0.903306,
541,0.896709,
542,0.886107,
543,0.879354,
544,0.871172,
545,0.863364,
546,0.856643,
547,0.846843,
548,0.835899,
549,0.819644,
550,0.805039,
551,0.796797,
552,0.788106,
553,0.781370,
554,0.768184,
555,0.753314,
556,0.737695,
557,0.723201,
558,0.712345,
559,0.700673,
560,0.688040,
561,0.676642,
562,0.662155,
563,0.652117,
564,0.639535,
565,0.625673,
566,0.607246,
567,0.585133,
568,0.566008,
569,0.551804,
570,0.540064,
571,0.524907,
572,0.506635,
573,0.487195,
574,0.468560,
575,0.451454,
576,0.435059,
577,0.416860,
578,0.397128,
579,0.374163,
580,0.354103,
581,0.334469,
582,0.316019,
583,0.297584,
584,0.277170,
585,0.260211,
586,0.240968,
587,0.220972,
588,0.204187,
589,0.190670,
590,0.181436,
591,0.168018,
592,0.153817,
593,0.140189,
594,0.126965,
595,0.112889,
596,0.100294,
597,0.087311,
598,0.077425,
599,0.066698,
600,0.055395,
601,0.044244,
602,0.036137,
603,0.031383,
604,0.027835,
605,0.025949,
606,0.021050,
607,0.017869,
608,0.014095,
609,0.010812,
610,0.010064,
611,0.008845,
612,0.006546,
613,0.004718,
614,0.002400,
615,0.001634,
616,0.001225,
617,0.000473,
618,0.000749,
619,0.001107,
620,0.001247,
621,0.001015,
622,0.000359,
623,0.000136,
624,0.000000,
625,0.000000,
626,0.000000,
627,0.000000,
628,0.000000,
629,0.000000,
630,0.000000,
631,0.000000,
632,0.000000,
633,0.000000,
634,0.000000,
635,0.000000,
636,0.000000,
637,0.000000,
638,0.000000,
