file,source,x,y,z,censored,par_meas_w,par_sim_w,blue_meas_w,blue_sim_w,green_meas_w,green_sim_w,red_meas_w,red_sim_w
p20510-210352.csv,summary,20.0,5.0,10.0,False,0.0028209299999999997,0.00519959766106686,0.00183078357,0.0033864367059855136,0.0008039650499999998,0.0014787697805163755,0.00018618137999999997,0.00033439117456497155
p20512-211056.csv,summary,20.0,5.0,12.0,False,0.01400567,0.0027965931985721336,0.00943982158,0.002005408079619053,0.004397780380000001,0.0006775874152829456,0.00018207371000000003,0.0001135977036701351
p2058-205920.csv,summary,20.0,5.0,8.0,True,0.0,0.005648809394909594,0.0,0.003940949656416082,0.0,0.0014232895089191836,0.0,0.0002845702295743286
p51010-200935.csv,spectrum,5.0,10.0,10.0,False,0.004342104,0.010862209299547213,0.0030163105000000005,0.007104860200440347,0.0012775985000000002,0.0033895116763582867,4.8195e-05,0.00036783742274857907
p51012-201437.csv,spectrum,5.0,10.0,12.0,False,0.001695627,0.005996814789034642,0.0011897705,0.0038942673852990126,0.000454946,0.0019191082348489286,5.091050000000001e-05,0.00018343916888670093
p5108-200123.csv,spectrum,5.0,10.0,8.0,False,0.001841202,0.015509616792028691,0.001288682,0.010856254454507264,0.0004838085,0.004195669458647042,6.871150000000001e-05,0.00045769287887438553
p51510-200909.csv,spectrum,5.0,15.0,10.0,False,0.0074613035,0.007641842131579349,0.0051893469999999995,0.005019698632941841,0.002213075,0.0022363326281026603,5.8881499999999995e-05,0.0003858108705348485
p51512-201358.csv,spectrum,5.0,15.0,12.0,False,0.008346511000000001,0.005252361358054076,0.00564683,0.003698022835179876,0.0026468599999999996,0.0013394290423553686,5.2821e-05,0.0002149094805188309
p5158-200054.csv,spectrum,5.0,15.0,8.0,True,0.0,0.010995827133197458,0.0,0.00693069644341652,0.0,0.0036724258284779347,0.0,0.0003927048613030033
p52010-200838.csv,spectrum,5.0,20.0,10.0,False,0.004820757500000001,0.011721716647198212,0.003356311,0.006762921885577213,0.0014016095,0.004341566356928436,6.283700000000001e-05,0.0006172284046925631
p52012-201332.csv,spectrum,5.0,20.0,12.0,False,0.0048044525,0.006897097028498346,0.0033956174999999994,0.0038657153425909496,0.0013467,0.0026591004131362914,6.2135e-05,0.00037228127277110455
p5208-200017.csv,spectrum,5.0,20.0,8.0,False,0.004724528,0.016006597038976254,0.0035404394999999996,0.010135638822923242,0.001123904,0.004818635192103959,6.018449999999999e-05,0.001052323023949053
p5510-201000.csv,spectrum,5.0,5.0,10.0,False,0.006402584,0.0037999837097394246,0.0045943304999999995,0.0023259266306676304,0.0017404299999999998,0.001436313512472476,6.782350000000001e-05,3.774356659931821e-05
p5512-201500.csv,spectrum,5.0,5.0,12.0,False,0.008006454999999999,0.0021454527587424074,0.005526684499999999,0.0013963535725330565,0.0024108324999999996,0.0005663235709485392,6.8938e-05,0.00018277561526081163
p558-200150.csv,spectrum,5.0,5.0,8.0,True,0.0,0.005669462209236797,0.0,0.0037492563213450416,0.0,0.00164886364701482,0.0,0.0002713422408769356
