depth_m,x_m,y_m,irradiance_W_m2,illuminance_lux
1,15.21919,2.68574,0,0
1,15.21919,2.88468,0,0
1,15.21919,3.08363,0,0
1,15.21919,3.28257,0,0
1,15.21919,3.48151,0,0
1,15.21919,3.68046,0,0
1,15.21919,3.87940,0,0
1,15.21919,4.07835,0,0
1,15.21919,4.27729,0,0
1,15.21919,4.47623,0,0
1,15.21919,4.67518,0,0
1,15.21919,4.87412,0,0
1,15.21919,5.07306,0,0
1,15.21919,5.27201,0,0
1,15.21919,5.47095,0,0
1,15.21919,5.66989,0,0
1,15.21919,5.86884,0,0
1,15.21919,6.06778,0,0
1,15.21919,6.26673,0,0
1,15.21919,6.46567,0,0
1,15.21919,6.66461,0,0
1,15.21919,6.86356,0,0
1,15.21919,7.06250,0,0
1,15.21919,7.26144,0,0
1,15.21919,7.46039,0,0
1,15.21919,7.65933,0,0
1,15.21919,7.85828,0,0
1,15.21919,8.05722,0,0
1,15.21919,8.25616,0,0
1,15.21919,8.45511,0,0
1,15.21919,8.65405,0,0
1,15.21919,8.85299,0,0
1,15.21919,9.05194,0,0
1,15.21919,9.25088,0,0
1,15.21919,9.44982,0,0
1,15.21919,9.64877,0,0
1,15.21919,9.84771,0,0
1,15.21919,10.04666,0,0
1,15.21919,10.24560,0,0
1,15.21919,10.44454,0,0
1,15.21919,10.64349,0,0
1,15.21919,10.84243,0,0
1,15.21919,11.04137,0,0
1,15.21919,11.24032,0,0
1,15.21919,11.43926,0,0
1,15.21919,11.63821,0,0
1,15.21919,11.83715,0,0
1,15.21919,12.03609,0,0
1,15.21919,12.23504,0,0
1,15.21919,12.43398,0,0
1,15.21919,12.63292,0,0
1,15.21919,12.83187,0,0
1,15.21919,13.03081,0,0
1,15.21919,13.22975,0,0
1,15.21919,13.42870,0,0
1,15.21919,13.62764,0,0
1,15.21919,13.82659,0,0
1,15.21919,14.02553,0,0
1,15.21919,14.22447,0,0
1,15.21919,14.42342,0,0
1,15.21919,14.62236,0,0
1,15.21919,14.82130,0,0
1,15.21919,15.02025,0,0
1,15.21919,15.21919,0,0
1,15.21919,15.41814,0,0
1,15.21919,15.61708,0,0
1,15.21919,15.81602,0,0
1,15.21919,16.01497,0,0
1,15.21919,16.21391,0,0
1,15.21919,16.41285,0,0
1,15.21919,16.61180,0,0
1,15.21919,16.81074,0,0
1,15.21919,17.00968,0,0
1,15.21919,17.20863,0,0
1,15.21919,17.40757,0,0
1,15.21919,17.60652,0,0
1,15.21919,17.80546,0,0
1,15.21919,18.00440,0,0
1,15.21919,18.20335,0,0
1,15.21919,18.40229,0,0
1,15.21919,18.60123,0,0
1,15.21919,18.80018,0,0
1,15.21919,18.99912,0,0
1,15.21919,19.19807,0,0
1,15.21919,19.39701,0,0
1,15.21919,19.59595,0,0
1,15.21919,19.79490,0,0
1,15.21919,19.99384,0,0
1,15.21919,20.19278,0,0
1,15.21919,20.39173,0,0
1,15.21919,20.59067,0,0
1,15.21919,20.78961,0,0
1,15.21919,20.98856,0,0
1,15.21919,21.18750,0,0
1,15.21919,21.38645,0,0
1,15.21919,21.58539,0,0
1,15.21919,21.78433,0,0
1,15.21919,21.98328,0,0
1,15.21919,22.18222,0,0
1,15.21919,22.38116,0,0
1,15.21919,22.58011,0,0
1,15.21919,22.77905,0,0
1,15.21919,22.97799,0,0
1,15.21919,23.17694,0,0
1,15.21919,23.37588,0,0
1,15.21919,23.57483,0,0
1,15.21919,23.77377,0,0
1,15.21919,23.97271,0,0
1,15.21919,24.17166,0,0
1,15.21919,24.37060,0,0
1,15.21919,24.56954,0,0
1,15.21919,24.76849,0,0
1,15.21919,24.96743,0,0
1,15.21919,25.16638,0,0
1,15.41814,0.29842,0,0
1,15.41814,0.49736,0,0
1,15.41814,0.69630,0,0
1,15.41814,0.89525,0,0
1,15.41814,1.09419,0,0
1,15.41814,1.29313,0,0
1,15.41814,1.49208,0,0
1,15.41814,1.69102,0,0
1,15.41814,1.88996,0,0
1,15.41814,2.08891,0,0
1,15.41814,2.28785,0,0
1,15.41814,2.48680,0,0
1,15.41814,2.68574,0,0
1,15.41814,2.88468,0,0
1,15.41814,3.08363,0,0
1,15.41814,3.28257,0,0
1,15.41814,3.48151,0,0
1,15.41814,3.68046,0,0
1,15.41814,3.87940,0,0
1,15.41814,4.07835,0,0
1,15.41814,4.27729,0,0
1,15.41814,4.47623,0,0
1,15.41814,4.67518,0,0
1,15.41814,4.87412,0,0
1,15.41814,5.07306,0,0
1,15.41814,5.27201,0,0
1,15.41814,5.47095,0,0
1,15.41814,5.66989,0,0
1,15.41814,5.86884,0,0
1,15.41814,6.06778,0,0
1,15.41814,6.26673,0,0
1,15.41814,6.46567,0,0
1,15.41814,6.66461,0,0
1,15.41814,6.86356,0,0
1,15.41814,7.06250,0,0
1,15.41814,7.26144,0,0
1,15.41814,7.46039,0,0
1,15.41814,7.65933,0,0
1,15.41814,7.85828,0,0
1,15.41814,8.05722,0,0
1,15.41814,8.25616,0,0
1,15.41814,8.45511,0,0
1,15.41814,8.65405,0,0
1,15.41814,8.85299,0,0
1,15.41814,9.05194,0,0
1,15.41814,9.25088,0,0
1,15.41814,9.44982,0,0
1,15.41814,9.64877,0,0
1,15.41814,9.84771,0,0
1,15.41814,10.04666,0,0
1,15.41814,10.24560,0,0
1,15.41814,10.44454,0,0
1,15.41814,10.64349,0,0
1,15.41814,10.84243,0,0
1,15.41814,11.04137,0,0
1,15.41814,11.24032,0,0
1,15.41814,11.43926,0,0
1,15.41814,11.63821,0,0
1,15.41814,11.83715,0,0
1,15.41814,12.03609,0,0
1,15.41814,12.23504,0,0
1,15.41814,12.43398,0,0
1,15.41814,12.63292,0,0
1,15.41814,12.83187,0,0
1,15.41814,13.03081,0,0
1,15.41814,13.22975,0,0
1,15.41814,13.42870,0,0
1,15.41814,13.62764,0,0
1,15.41814,13.82659,0,0
1,15.41814,14.02553,0,0
1,15.41814,14.22447,0,0
1,15.41814,14.42342,0,0
1,15.41814,14.62236,0,0
1,15.41814,14.82130,0,0
1,15.41814,15.02025,0,0
1,15.41814,15.21919,0,0
1,15.41814,15.41814,0,0
1,15.41814,15.61708,0,0
1,15.41814,15.81602,0,0
1,15.41814,16.01497,0,0
1,15.41814,16.21391,0,0
1,15.41814,16.41285,0,0
1,15.41814,16.61180,0,0
1,15.41814,16.81074,0,0
1,15.41814,17.00968,0,0
1,15.41814,17.20863,0,0
1,15.41814,17.40757,0,0
1,15.41814,17.60652,0,0
1,15.41814,17.80546,0,0
1,15.41814,18.00440,0,0
1,15.41814,18.20335,0,0
1,15.41814,18.40229,0,0
1,15.41814,18.60123,0,0
1,15.41814,18.80018,0,0
1,15.41814,18.99912,0,0
1,15.41814,19.19807,0,0
1,15.41814,19.39701,0,0
1,15.41814,19.59595,0,0
1,15.41814,19.79490,0,0
1,15.41814,19.99384,0,0
1,15.41814,20.19278,0,0
1,15.41814,20.39173,0,0
1,15.41814,20.59067,0,0
1,15.41814,20.78961,0,0
1,15.41814,20.98856,0,0
1,15.41814,21.18750,0,0
1,15.41814,21.38645,0,0
1,15.41814,21.58539,0,0
1,15.41814,21.78433,0,0
1,15.41814,21.98328,0,0
1,15.41814,22.18222,0,0
1,15.41814,22.38116,0,0
1,15.41814,22.58011,0,0
1,15.41814,22.77905,0,0
1,15.41814,22.97799,0,0
1,15.41814,23.17694,0,0
1,15.41814,23.37588,0,0
1,15.41814,23.57483,0,0
1,15.41814,23.77377,0,0
1,15.41814,23.97271,0,0
1,15.41814,24.17166,0,0
1,15.41814,24.37060,0,0
1,15.41814,24.56954,0,0
1,15.41814,24.76849,0,0
1,15.41814,24.96743,0,0
1,15.41814,25.16638,0,0
1,15.61708,0.49736,0,0
1,15.61708,0.69630,0,0
1,15.61708,0.89525,0,0
1,15.61708,1.09419,0,0
1,15.61708,1.29313,0,0
1,15.61708,1.49208,0,0
1,15.61708,1.69102,0,0
1,15.61708,1.88996,0,0
1,15.61708,2.08891,0,0
1,15.61708,2.28785,0,0
1,15.61708,2.48680,0,0
1,15.61708,2.68574,0,0
1,15.61708,2.88468,0,0
1,15.61708,3.08363,0,0
1,15.61708,3.28257,0,0
1,15.61708,3.48151,0,0
1,15.61708,3.68046,0,0
1,15.61708,3.87940,0,0
1,15.61708,4.07835,0,0
1,15.61708,4.27729,0,0
1,15.61708,4.47623,0,0
1,15.61708,4.67518,0,0
1,15.61708,4.87412,0,0
1,15.61708,5.07306,0,0
1,15.61708,5.27201,0,0
1,15.61708,5.47095,0,0
1,15.61708,5.66989,0,0
1,15.61708,5.86884,0,0
1,15.61708,6.06778,0,0
1,15.61708,6.26673,0,0
1,15.61708,6.46567,0,0
1,15.61708,6.66461,0,0
1,15.61708,6.86356,0,0
1,15.61708,7.06250,0,0
1,15.61708,7.26144,0,0
1,15.61708,7.46039,0,0
1,15.61708,7.65933,0,0
1,15.61708,7.85828,0,0
1,15.61708,8.05722,0,0
1,15.61708,8.25616,0,0
1,15.61708,8.45511,0,0
1,15.61708,8.65405,0,0
1,15.61708,8.85299,0,0
1,15.61708,9.05194,0,0
1,15.61708,9.25088,0,0
1,15.61708,9.44982,0,0
1,15.61708,9.64877,0,0
1,15.61708,9.84771,0,0
1,15.61708,10.04666,0,0
1,15.61708,10.24560,0,0
1,15.61708,10.44454,0,0
1,15.61708,10.64349,0,0
1,15.61708,10.84243,0,0
1,15.61708,11.04137,0,0
1,15.61708,11.24032,0,0
1,15.61708,11.43926,0,0
1,15.61708,11.63821,0,0
1,15.61708,11.83715,0,0
1,15.61708,12.03609,0,0
1,15.61708,12.23504,0,0
1,15.61708,12.43398,0,0
1,15.61708,12.63292,0,0
1,15.61708,12.83187,0,0
1,15.61708,13.03081,0,0
1,15.61708,13.22975,0,0
1,15.61708,13.42870,0,0
1,15.61708,13.62764,0,0
1,15.61708,13.82659,0,0
1,15.61708,14.02553,0,0
1,15.61708,14.22447,0,0
1,15.61708,14.42342,0,0
1,15.61708,14.62236,0,0
1,15.61708,14.82130,0,0
1,15.61708,15.02025,0,0
1,15.61708,15.21919,0,0
1,15.61708,15.41814,0,0
1,15.61708,15.61708,0,0
1,15.61708,15.81602,0,0
1,15.61708,16.01497,0,0
1,15.61708,16.21391,0,0
1,15.61708,16.41285,0,0
1,15.61708,16.61180,0,0
1,15.61708,16.81074,0,0
1,15.61708,17.00968,0,0
1,15.61708,17.20863,0,0
1,15.61708,17.40757,0,0
1,15.61708,17.60652,0,0
1,15.61708,17.80546,0,0
1,15.61708,18.00440,0,0
1,15.61708,18.20335,0,0
1,15.61708,18.40229,0,0
1,15.61708,18.60123,0,0
1,15.61708,18.80018,0,0
1,15.61708,18.99912,0,0
1,15.61708,19.19807,0,0
1,15.61708,19.39701,0,0
1,15.61708,19.59595,0,0
1,15.61708,19.79490,0,0
1,15.61708,19.99384,0,0
1,15.61708,20.19278,0,0
1,15.61708,20.39173,0,0
1,15.61708,20.59067,0,0
1,15.61708,20.78961,0,0
1,15.61708,20.98856,0,0
1,15.61708,21.18750,0,0
1,15.61708,21.38645,0,0
1,15.61708,21.58539,0,0
1,15.61708,21.78433,0,0
1,15.61708,21.98328,0,0
1,15.61708,22.18222,0,0
1,15.61708,22.38116,0,0
1,15.61708,22.58011,0,0
1,15.61708,22.77905,0,0
1,15.61708,22.97799,0,0
1,15.61708,23.17694,0,0
1,15.61708,23.37588,0,0
1,15.61708,23.57483,0,0
1,15.61708,23.77377,0,0
1,15.61708,23.97271,0,0
1,15.61708,24.17166,0,0
1,15.61708,24.37060,0,0
1,15.61708,24.56954,0,0
1,15.61708,24.76849,0,0
1,15.61708,24.96743,0,0
1,15.81602,0.49736,0,0
1,15.81602,0.69630,0,0
1,15.81602,0.89525,0,0
1,15.81602,1.09419,0,0
1,15.81602,1.29313,0,0
1,15.81602,1.49208,0,0
1,15.81602,1.69102,0,0
1,15.81602,1.88996,0,0
1,15.81602,2.08891,0,0
1,15.81602,2.28785,0,0
1,15.81602,2.48680,0,0
1,15.81602,2.68574,0,0
1,15.81602,2.88468,0,0
1,15.81602,3.08363,0,0
1,15.81602,3.28257,0,0
1,15.81602,3.48151,0,0
1,15.81602,3.68046,0,0
1,15.81602,3.87940,0,0
1,15.81602,4.07835,0,0
1,15.81602,4.27729,0,0
1,15.81602,4.47623,0,0
1,15.81602,4.67518,0,0
1,15.81602,4.87412,0,0
1,15.81602,5.07306,0,0
1,15.81602,5.27201,0,0
1,15.81602,5.47095,0,0
1,15.81602,5.66989,0,0
1,15.81602,5.86884,0,0
1,15.81602,6.06778,0,0
1,15.81602,6.26673,0,0
1,15.81602,6.46567,0,0
1,15.81602,6.66461,0,0
1,15.81602,6.86356,0,0
1,15.81602,7.06250,0,0
1,15.81602,7.26144,0,0
1,15.81602,7.46039,0,0
1,15.81602,7.65933,0,0
1,15.81602,7.85828,0,0
1,15.81602,8.05722,0,0
1,15.81602,8.25616,0,0
1,15.81602,8.45511,0,0
1,15.81602,8.65405,0,0
1,15.81602,8.85299,0,0
1,15.81602,9.05194,0,0
1,15.81602,9.25088,0,0
1,15.81602,9.44982,0,0
1,15.81602,9.64877,0,0
1,15.81602,9.84771,0,0
1,15.81602,10.04666,0,0
1,15.81602,10.24560,0,0
1,15.81602,10.44454,0,0
1,15.81602,10.64349,0,0
1,15.81602,10.84243,0,0
1,15.81602,11.04137,0,0
1,15.81602,11.24032,0,0
1,15.81602,11.43926,0,0
1,15.81602,11.63821,0,0
1,15.81602,11.83715,0,0
1,15.81602,12.03609,0,0
1,15.81602,12.23504,0,0
1,15.81602,12.43398,0,0
1,15.81602,12.63292,0,0
1,15.81602,12.83187,0,0
1,15.81602,13.03081,0,0
1,15.81602,13.22975,0,0
1,15.81602,13.42870,0,0
1,15.81602,13.62764,0,0
1,15.81602,13.82659,0,0
1,15.81602,14.02553,0,0
1,15.81602,14.22447,0,0
1,15.81602,14.42342,0,0
1,15.81602,14.62236,0,0
1,15.81602,14.82130,0,0
1,15.81602,15.02025,0,0
1,15.81602,15.21919,0,0
1,15.81602,15.41814,0,0
1,15.81602,15.61708,0,0
1,15.81602,15.81602,0,0
1,15.81602,16.01497,0,0
1,15.81602,16.21391,0,0
1,15.81602,16.41285,0,0
1,15.81602,16.61180,0,0
1,15.81602,16.81074,0,0
1,15.81602,17.00968,0,0
1,15.81602,17.20863,0,0
1,15.81602,17.40757,0,0
1,15.81602,17.60652,0,0
1,15.81602,17.80546,0,0
1,15.81602,18.00440,0,0
1,15.81602,18.20335,0,0
1,15.81602,18.40229,0,0
1,15.81602,18.60123,0,0
1,15.81602,18.80018,0,0
1,15.81602,18.99912,0,0
1,15.81602,19.19807,0,0
1,15.81602,19.39701,0,0
1,15.81602,19.59595,0,0
1,15.81602,19.79490,0,0
1,15.81602,19.99384,0,0
1,15.81602,20.19278,0,0
1,15.81602,20.39173,0,0
1,15.81602,20.59067,0,0
1,15.81602,20.78961,0,0
1,15.81602,20.98856,0,0
1,15.81602,21.18750,0,0
1,15.81602,21.38645,0,0
1,15.81602,21.58539,0,0
1,15.81602,21.78433,0,0
1,15.81602,21.98328,0,0
1,15.81602,22.18222,0,0
1,15.81602,22.38116,0,0
1,15.81602,22.58011,0,0
1,15.81602,22.77905,0,0
1,15.81602,22.97799,0,0
1,15.81602,23.17694,0,0
1,15.81602,23.37588,0,0
1,15.81602,23.57483,0,0
1,15.81602,23.77377,0,0
1,15.81602,23.97271,0,0
1,15.81602,24.17166,0,0
1,15.81602,24.37060,0,0
1,15.81602,24.56954,0,0
1,15.81602,24.76849,0,0
1,15.81602,24.96743,0,0
1,16.01497,0.49736,0,0
1,16.01497,0.69630,0,0
1,16.01497,0.89525,0,0
1,16.01497,1.09419,0,0
1,16.01497,1.29313,0,0
1,16.01497,1.49208,0,0
1,16.01497,1.69102,0,0
1,16.01497,1.88996,0,0
1,16.01497,2.08891,0,0
1,16.01497,2.28785,0,0
1,16.01497,2.48680,0,0
1,16.01497,2.68574,0,0
1,16.01497,2.88468,0,0
1,16.01497,3.08363,0,0
1,16.01497,3.28257,0,0
1,16.01497,3.48151,0,0
1,16.01497,3.68046,0,0
1,16.01497,3.87940,0,0
1,16.01497,4.07835,0,0
1,16.01497,4.27729,0,0
1,16.01497,4.47623,0,0
1,16.01497,4.67518,0,0
1,16.01497,4.87412,0,0
1,16.01497,5.07306,0,0
1,16.01497,5.27201,0,0
1,16.01497,5.47095,0,0
1,16.01497,5.66989,0,0
1,16.01497,5.86884,0,0
1,16.01497,6.06778,0,0
1,16.01497,6.26673,0,0
1,16.01497,6.46567,0,0
1,16.01497,6.66461,0,0
1,16.01497,6.86356,0,0
1,16.01497,7.06250,0,0
1,16.01497,7.26144,0,0
1,16.01497,7.46039,0,0
1,16.01497,7.65933,0,0
1,16.01497,7.85828,0,0
1,16.01497,8.05722,0,0
1,16.01497,8.25616,0,0
1,16.01497,8.45511,0,0
1,16.01497,8.65405,0,0
1,16.01497,8.85299,0,0
1,16.01497,9.05194,0,0
1,16.01497,9.25088,0,0
1,16.01497,9.44982,0,0
1,16.01497,9.64877,0,0
1,16.01497,9.84771,0,0
1,16.01497,10.04666,0,0
1,16.01497,10.24560,0,0
1,16.01497,10.44454,0,0
1,16.01497,10.64349,0,0
1,16.01497,10.84243,0,0
1,16.01497,11.04137,0,0
1,16.01497,11.24032,0,0
1,16.01497,11.43926,0,0
1,16.01497,11.63821,0,0
1,16.01497,11.83715,0,0
1,16.01497,12.03609,0,0
1,16.01497,12.23504,0,0
1,16.01497,12.43398,0,0
1,16.01497,12.63292,0,0
1,16.01497,12.83187,0,0
1,16.01497,13.03081,0,0
1,16.01497,13.22975,0,0
1,16.01497,13.42870,0,0
1,16.01497,13.62764,0,0
1,16.01497,13.82659,0,0
1,16.01497,14.02553,0,0
1,16.01497,14.22447,0,0
1,16.01497,14.42342,0,0
1,16.01497,14.62236,0,0
1,16.01497,14.82130,0,0
1,16.01497,15.02025,0,0
1,16.01497,15.21919,0,0
1,16.01497,15.41814,0,0
1,16.01497,15.61708,0,0
1,16.01497,15.81602,0,0
1,16.01497,16.01497,0,0
1,16.01497,16.21391,0,0
1,16.01497,16.41285,0,0
1,16.01497,16.61180,0,0
1,16.01497,16.81074,0,0
1,16.01497,17.00968,0,0
1,16.01497,17.20863,0,0
1,16.01497,17.40757,0,0
1,16.01497,17.60652,0,0
1,16.01497,17.80546,0,0
1,16.01497,18.00440,0,0
1,16.01497,18.20335,0,0
1,16.01497,18.40229,0,0
1,16.01497,18.60123,0,0
1,16.01497,18.80018,0,0
1,16.01497,18.99912,0,0
1,16.01497,19.19807,0,0
1,16.01497,19.39701,0,0
1,16.01497,19.59595,0,0
1,16.01497,19.79490,0,0
1,16.01497,19.99384,0,0
1,16.01497,20.19278,0,0
1,16.01497,20.39173,0,0
1,16.01497,20.59067,0,0
1,16.01497,20.78961,0,0
1,16.01497,20.98856,0,0
1,16.01497,21.18750,0,0
1,16.01497,21.38645,0,0
1,16.01497,21.58539,0,0
1,16.01497,21.78433,0,0
1,16.01497,21.98328,0,0
1,16.01497,22.18222,0,0
1,16.01497,22.38116,0,0
1,16.01497,22.58011,0,0
1,16.01497,22.77905,0,0
1,16.01497,22.97799,0,0
1,16.01497,23.17694,0,0
1,16.01497,23.37588,0,0
1,16.01497,23.57483,0,0
1,16.01497,23.77377,0,0
1,16.01497,23.97271,0,0
1,16.01497,24.17166,0,0
1,16.01497,24.37060,0,0
1,16.01497,24.56954,0,0
1,16.01497,24.76849,0,0
1,16.01497,24.96743,0,0
1,16.21391,0.49736,0,0
1,16.21391,0.69630,0,0
1,16.21391,0.89525,0,0
1,16.21391,1.09419,0,0
1,16.21391,1.29313,0,0
1,16.21391,1.49208,0,0
1,16.21391,1.69102,0,0
1,16.21391,1.88996,0,0
1,16.21391,2.08891,0,0
1,16.21391,2.28785,0,0
1,16.21391,2.48680,0,0
1,16.21391,2.68574,0,0
1,16.21391,2.88468,0,0
1,16.21391,3.08363,0,0
1,16.21391,3.28257,0,0
1,16.21391,3.48151,0,0
1,16.21391,3.68046,0,0
1,16.21391,3.87940,0,0
1,16.21391,4.07835,0,0
1,16.21391,4.27729,0,0
1,16.21391,4.47623,0,0
1,16.21391,4.67518,0,0
1,16.21391,4.87412,0,0
1,16.21391,5.07306,0,0
1,16.21391,5.27201,0,0
1,16.21391,5.47095,0,0
1,16.21391,5.66989,0,0
1,16.21391,5.86884,0,0
1,16.21391,6.06778,0,0
1,16.21391,6.26673,0,0
1,16.21391,6.46567,0,0
1,16.21391,6.66461,0,0
1,16.21391,6.86356,0,0
1,16.21391,7.06250,0,0
1,16.21391,7.26144,0,0
1,16.21391,7.46039,0,0
1,16.21391,7.65933,0,0
1,16.21391,7.85828,0,0
1,16.21391,8.05722,0,0
1,16.21391,8.25616,0,0
1,16.21391,8.45511,0,0
1,16.21391,8.65405,0,0
1,16.21391,8.85299,0,0
1,16.21391,9.05194,0,0
1,16.21391,9.25088,0,0
1,16.21391,9.44982,0,0
1,16.21391,9.64877,0,0
1,16.21391,9.84771,0,0
1,16.21391,10.04666,0,0
1,16.21391,10.24560,0,0
1,16.21391,10.44454,0,0
1,16.21391,10.64349,0,0
1,16.21391,10.84243,0,0
1,16.21391,11.04137,0,0
1,16.21391,11.24032,0,0
1,16.21391,11.43926,0,0
1,16.21391,11.63821,0,0
1,16.21391,11.83715,0,0
1,16.21391,12.03609,0,0
1,16.21391,12.23504,0,0
1,16.21391,12.43398,0,0
1,16.21391,12.63292,0,0
1,16.21391,12.83187,0,0
1,16.21391,13.03081,0,0
1,16.21391,13.22975,0,0
1,16.21391,13.42870,0,0
1,16.21391,13.62764,0,0
1,16.21391,13.82659,0,0
1,16.21391,14.02553,0,0
1,16.21391,14.22447,0,0
1,16.21391,14.42342,0,0
1,16.21391,14.62236,0,0
1,16.21391,14.82130,0,0
1,16.21391,15.02025,0,0
1,16.21391,15.21919,0,0
1,16.21391,15.41814,0,0
1,16.21391,15.61708,0,0
1,16.21391,15.81602,0,0
1,16.21391,16.01497,0,0
1,16.21391,16.21391,0,0
1,16.21391,16.41285,0,0
1,16.21391,16.61180,0,0
1,16.21391,16.81074,0,0
1,16.21391,17.00968,0,0
1,16.21391,17.20863,0,0
1,16.21391,17.40757,0,0
1,16.21391,17.60652,0,0
1,16.21391,17.80546,0,0
1,16.21391,18.00440,0,0
1,16.21391,18.20335,0,0
1,16.21391,18.40229,0,0
1,16.21391,18.60123,0,0
1,16.21391,18.80018,0,0
1,16.21391,18.99912,0,0
1,16.21391,19.19807,0,0
1,16.21391,19.39701,0,0
1,16.21391,19.59595,0,0
1,16.21391,19.79490,0,0
1,16.21391,19.99384,0,0
1,16.21391,20.19278,0,0
1,16.21391,20.39173,0,0
1,16.21391,20.59067,0,0
1,16.21391,20.78961,0,0
1,16.21391,20.98856,0,0
1,16.21391,21.18750,0,0
1,16.21391,21.38645,0,0
1,16.21391,21.58539,0,0
1,16.21391,21.78433,0,0
1,16.21391,21.98328,0,0
1,16.21391,22.18222,0,0
1,16.21391,22.38116,0,0
1,16.21391,22.58011,0,0
1,16.21391,22.77905,0,0
1,16.21391,22.97799,0,0
1,16.21391,23.17694,0,0
1,16.21391,23.37588,0,0
1,16.21391,23.57483,0,0
1,16.21391,23.77377,0,0
1,16.21391,23.97271,0,0
1,16.21391,24.17166,0,0
1,16.21391,24.37060,0,0
1,16.21391,24.56954,0,0
1,16.21391,24.76849,0,0
1,16.21391,24.96743,0,0
1,16.41285,0.69630,0,0
1,16.41285,0.89525,0,0
1,16.41285,1.09419,0,0
1,16.41285,1.29313,0,0
1,16.41285,1.49208,0,0
1,16.41285,1.69102,0,0
1,16.41285,1.88996,0,0
1,16.41285,2.08891,0,0
1,16.41285,2.28785,0,0
1,16.41285,2.48680,0,0
1,16.41285,2.68574,0,0
1,16.41285,2.88468,0,0
1,16.41285,3.08363,0,0
1,16.41285,3.28257,0,0
1,16.41285,3.48151,0,0
1,16.41285,3.68046,0,0
1,16.41285,3.87940,0,0
1,16.41285,4.07835,0,0
1,16.41285,4.27729,0,0
1,16.41285,4.47623,0,0
1,16.41285,4.67518,0,0
1,16.41285,4.87412,0,0
1,16.41285,5.07306,0,0
1,16.41285,5.27201,0,0
1,16.41285,5.47095,0,0
1,16.41285,5.66989,0,0
1,16.41285,5.86884,0,0
1,16.41285,6.06778,0,0
1,16.41285,6.26673,0,0
1,16.41285,6.46567,0,0
1,16.41285,6.66461,0,0
1,16.41285,6.86356,0,0
1,16.41285,7.06250,0,0
1,16.41285,7.26144,0,0
1,16.41285,7.46039,0,0
1,16.41285,7.65933,0,0
1,16.41285,7.85828,0,0
1,16.41285,8.05722,0,0
1,16.41285,8.25616,0,0
1,16.41285,8.45511,0,0
1,16.41285,8.65405,0,0
1,16.41285,8.85299,0,0
1,16.41285,9.05194,0,0
1,16.41285,9.25088,0,0
1,16.41285,9.44982,0,0
1,16.41285,9.64877,0,0
1,16.41285,9.84771,0,0
1,16.41285,10.04666,0,0
1,16.41285,10.24560,0,0
1,16.41285,10.44454,0,0
1,16.41285,10.64349,0,0
1,16.41285,10.84243,0,0
1,16.41285,11.04137,0,0
1,16.41285,11.24032,0,0
1,16.41285,11.43926,0,0
1,16.41285,11.63821,0,0
1,16.41285,11.83715,0,0
1,16.41285,12.03609,0,0
1,16.41285,12.23504,0,0
1,16.41285,12.43398,0,0
1,16.41285,12.63292,0,0
1,16.41285,12.83187,0,0
1,16.41285,13.03081,0,0
1,16.41285,13.22975,0,0
1,16.41285,13.42870,0,0
1,16.41285,13.62764,0,0
1,16.41285,13.82659,0,0
1,16.41285,14.02553,0,0
1,16.41285,14.22447,0,0
1,16.41285,14.42342,0,0
1,16.41285,14.62236,0,0
1,16.41285,14.82130,0,0
1,16.41285,15.02025,0,0
1,16.41285,15.21919,0,0
1,16.41285,15.41814,0,0
1,16.41285,15.61708,0,0
1,16.41285,15.81602,0,0
1,16.41285,16.01497,0,0
1,16.41285,16.21391,0,0
1,16.41285,16.41285,0,0
1,16.41285,16.61180,0,0
1,16.41285,16.81074,0,0
1,16.41285,17.00968,0,0
1,16.41285,17.20863,0,0
1,16.41285,17.40757,0,0
1,16.41285,17.60652,0,0
1,16.41285,17.80546,0,0
1,16.41285,18.00440,0,0
1,16.41285,18.20335,0,0
1,16.41285,18.40229,0,0
1,16.41285,18.60123,0,0
1,16.41285,18.80018,0,0
1,16.41285,18.99912,0,0
1,16.41285,19.19807,0,0
1,16.41285,19.39701,0,0
1,16.41285,19.59595,0,0
1,16.41285,19.79490,0,0
1,16.41285,19.99384,0,0
1,16.41285,20.19278,0,0
1,16.41285,20.39173,0,0
1,16.41285,20.59067,0,0
1,16.41285,20.78961,0,0
1,16.41285,20.98856,0,0
1,16.41285,21.18750,0,0
1,16.41285,21.38645,0,0
1,16.41285,21.58539,0,0
1,16.41285,21.78433,0,0
1,16.41285,21.98328,0,0
1,16.41285,22.18222,0,0
1,16.41285,22.38116,0,0
1,16.41285,22.58011,0,0
1,16.41285,22.77905,0,0
1,16.41285,22.97799,0,0
1,16.41285,23.17694,0,0
1,16.41285,23.37588,0,0
1,16.41285,23.57483,0,0
1,16.41285,23.77377,0,0
1,16.41285,23.97271,0,0
1,16.41285,24.17166,0,0
1,16.41285,24.37060,0,0
1,16.41285,24.56954,0,0
1,16.41285,24.76849,0,0
1,16.61180,0.69630,0,0
1,16.61180,0.89525,0,0
1,16.61180,1.09419,0,0
1,16.61180,1.29313,0,0
1,16.61180,1.49208,0,0
1,16.61180,1.69102,0,0
1,16.61180,1.88996,0,0
1,16.61180,2.08891,0,0
1,16.61180,2.28785,0,0
1,16.61180,2.48680,0,0
1,16.61180,2.68574,0,0
1,16.61180,2.88468,0,0
1,16.61180,3.08363,0,0
1,16.61180,3.28257,0,0
1,16.61180,3.48151,0,0
