Types,OHSP-350
version,1.70.6
Describe,OHS
Test date,2026-07-13
Test time,20:14:37
E(lx),0.32
Candle E(fc),0.03
CCT(K),100000
Duv,0.03328
CIE x,0.1661
CIE y,0.1843
CIE u,0.1362
CIE v,0.2266
CIE u',0.1362
CIE v',0.3399
SDCM,92.30
Ra,34.3
R1,22
R2,69
R3,25
R4,-6
R5,40
R6,67
R7,44
R8,13
R9,-99
R10,51
R11,-22
R12,58
R13,32
R14,55
R15,21
Ee(mW/c©O),0.000
S/P,5.530
Dominant(nm),478.90
Purity(%),70.3
Half width(nm),17.0
Peak(nm),455.5
Center(nm),458.8
Centroid(nm),509.9
R ratio(%),11.0
G ratio(%),24.3
B ratio(%),64.6
CIE1931 X,0.423
CIE1931 Y,0.470
CIE1931 Z,1.655
TLCI-2012,21
Integral Time(ms),5000.00
Peak Signal,7051
Dark Signal,3906
Compensate level,2830
Start wava(nm),380
End wava(nm),780
Wava(nm),[mW/m2/nm]
380,0.000323,
381,0.000905,
382,0.001975,
383,0.002566,
384,0.003585,
385,0.002949,
386,0.001768,
387,0.000441,
388,0.000212,
389,0.000597,
390,0.000578,
391,0.000724,
392,0.000232,
393,0.000263,
394,0.000411,
395,0.000457,
396,0.000501,
397,0.000257,
398,0.000220,
399,0.000175,
400,0.000164,
401,0.000189,
402,0.000439,
403,0.001141,
404,0.001117,
405,0.001238,
406,0.000413,
407,0.000213,
408,0.000125,
409,0.000003,
410,0.000124,
411,0.000286,
412,0.000533,
413,0.000978,
414,0.000865,
415,0.000742,
416,0.000617,
417,0.000663,
418,0.001230,
419,0.000991,
420,0.000802,
421,0.000031,
422,0.000006,
423,0.000039,
424,0.000322,
425,0.000316,
426,0.000296,
427,0.000067,
428,0.000000,
429,0.000161,
430,0.000544,
431,0.001878,
432,0.002187,
433,0.002257,
434,0.001231,
435,0.000471,
436,0.000224,
437,0.000441,
438,0.001061,
439,0.001630,
440,0.002431,
441,0.003388,
442,0.003680,
443,0.004678,
444,0.004761,
445,0.007123,
446,0.008712,
447,0.010969,
448,0.014267,
449,0.018980,
450,0.024740,
451,0.029462,
452,0.031828,
453,0.035102,
454,0.038635,
455,0.042024,
456,0.043312,
457,0.042973,
458,0.042228,
459,0.041320,
460,0.038835,
461,0.036481,
462,0.034851,
463,0.034447,
464,0.033934,
465,0.032446,
466,0.030667,
467,0.027859,
468,0.026600,
469,0.024818,
470,0.023880,
471,0.022561,
472,0.021340,
473,0.020971,
474,0.020025,
475,0.019905,
476,0.019488,
477,0.017786,
478,0.016786,
479,0.016968,
480,0.016500,
481,0.014801,
482,0.013199,
483,0.012102,
484,0.012612,
485,0.011200,
486,0.008638,
487,0.006362,
488,0.005230,
489,0.006101,
490,0.007403,
491,0.009348,
492,0.009454,
493,0.009535,
494,0.010167,
495,0.008571,
496,0.007788,
497,0.006049,
498,0.006122,
499,0.006966,
500,0.008817,
501,0.009051,
502,0.007740,
503,0.006698,
504,0.006584,
505,0.007543,
506,0.007578,
507,0.006047,
508,0.006747,
509,0.007007,
510,0.007162,
511,0.007059,
512,0.006446,
513,0.006220,
514,0.006397,
515,0.006071,
516,0.007117,
517,0.006950,
518,0.005949,
519,0.004650,
520,0.004041,
521,0.004515,
522,0.005043,
523,0.005952,
524,0.006774,
525,0.006324,
526,0.006456,
527,0.007333,
528,0.006906,
529,0.006963,
530,0.006232,
531,0.006994,
532,0.007765,
533,0.007372,
534,0.006683,
535,0.008088,
536,0.009302,
537,0.008686,
538,0.007584,
539,0.005522,
540,0.004949,
541,0.004262,
542,0.004920,
543,0.006988,
544,0.007755,
545,0.009025,
546,0.008099,
547,0.007077,
548,0.005695,
549,0.003457,
550,0.002611,
551,0.003789,
552,0.005099,
553,0.006180,
554,0.005215,
555,0.002908,
556,0.001483,
557,0.001440,
558,0.001877,
559,0.003185,
560,0.004278,
561,0.005030,
562,0.004538,
563,0.004278,
564,0.004935,
565,0.005960,
566,0.005447,
567,0.003327,
568,0.001411,
569,0.002177,
570,0.002842,
571,0.003236,
