Types,OHSP-350
version,1.70.6
Describe,OHS
Test date,2026-07-13
Test time,20:09:09
E(lx),1.53
Candle E(fc),0.14
CCT(K),100000
Duv,0.04233
CIE x,0.1632
CIE y,0.1985
CIE u,0.1292
CIE v,0.2356
CIE u',0.1292
CIE v',0.3533
SDCM,96.58
Ra,29.9
R1,9
R2,64
R3,29
R4,-12
R5,32
R6,64
R7,47
R8,6
R9,-99
R10,47
R11,-28
R12,50
R13,20
R14,56
R15,8
Ee(mW/c©O),0.001
S/P,5.318
Dominant(nm),480.60
Purity(%),69.6
Half width(nm),23.9
Peak(nm),456.2
Center(nm),460.7
Centroid(nm),492.3
R ratio(%),2.5
G ratio(%),29.1
B ratio(%),68.4
CIE1931 X,1.837
CIE1931 Y,2.233
CIE1931 Z,7.182
TLCI-2012,6
Integral Time(ms),5000.00
Peak Signal,15889
Dark Signal,3747
Compensate level,2830
Start wava(nm),380
End wava(nm),780
Wava(nm),[mW/m2/nm]
380,0.000044,
381,0.000131,
382,0.001099,
383,0.001676,
384,0.002574,
385,0.002101,
386,0.001102,
387,0.000325,
388,0.000381,
389,0.000991,
390,0.000958,
391,0.000965,
392,0.000145,
393,0.000174,
394,0.000714,
395,0.000968,
396,0.000939,
397,0.000472,
398,0.000155,
399,0.000129,
400,0.000174,
401,0.000294,
402,0.000498,
403,0.001035,
404,0.000920,
405,0.001016,
406,0.000357,
407,0.000202,
408,0.000119,
409,0.000000,
410,0.000143,
411,0.000396,
412,0.000466,
413,0.000648,
414,0.000324,
415,0.000271,
416,0.000140,
417,0.000172,
418,0.000500,
419,0.000470,
420,0.000433,
421,0.000012,
422,0.000000,
423,0.000097,
424,0.000403,
425,0.000404,
426,0.000350,
427,0.000074,
428,0.000000,
429,0.000231,
430,0.000932,
431,0.002573,
432,0.003584,
433,0.004054,
434,0.003254,
435,0.001896,
436,0.001350,
437,0.002821,
438,0.006628,
439,0.010698,
440,0.015001,
441,0.018298,
442,0.021813,
443,0.026947,
444,0.031947,
445,0.039978,
446,0.048006,
447,0.057920,
448,0.070476,
449,0.085312,
450,0.102335,
451,0.118253,
452,0.131871,
453,0.144931,
454,0.157072,
455,0.168420,
456,0.175503,
457,0.177905,
458,0.177344,
459,0.174649,
460,0.168778,
461,0.161745,
462,0.154279,
463,0.147687,
464,0.141195,
465,0.133942,
466,0.126788,
467,0.120371,
468,0.115464,
469,0.110518,
470,0.106383,
471,0.101958,
472,0.098006,
473,0.094202,
474,0.090086,
475,0.085714,
476,0.081330,
477,0.075782,
478,0.071384,
479,0.068426,
480,0.065185,
481,0.060862,
482,0.057340,
483,0.054759,
484,0.053579,
485,0.050671,
486,0.047166,
487,0.044028,
488,0.042412,
489,0.042362,
490,0.042960,
491,0.044217,
492,0.043447,
493,0.042947,
494,0.042977,
495,0.040735,
496,0.039117,
497,0.036594,
498,0.036215,
499,0.036724,
500,0.038358,
501,0.038543,
502,0.036947,
503,0.035875,
504,0.035428,
505,0.036215,
506,0.035880,
507,0.033898,
508,0.034063,
509,0.033966,
510,0.033535,
511,0.032979,
512,0.031925,
513,0.031096,
514,0.030879,
515,0.030440,
516,0.031602,
517,0.031761,
518,0.030845,
519,0.029523,
520,0.029063,
521,0.029692,
522,0.029648,
523,0.030225,
524,0.030863,
525,0.030978,
526,0.031565,
527,0.032311,
528,0.031855,
529,0.031575,
530,0.030914,
531,0.031351,
532,0.031920,
533,0.031270,
534,0.030635,
535,0.032364,
536,0.034231,
537,0.033596,
538,0.032344,
539,0.029894,
540,0.028860,
541,0.028406,
542,0.028860,
543,0.030567,
544,0.031218,
545,0.032545,
546,0.031618,
547,0.030273,
548,0.027926,
549,0.024809,
550,0.023394,
551,0.024167,
552,0.024992,
553,0.025890,
554,0.024892,
555,0.022838,
556,0.020818,
557,0.020022,
558,0.019447,
559,0.020551,
560,0.021413,
561,0.022314,
562,0.021389,
563,0.020958,
564,0.021219,
565,0.022243,
566,0.020947,
567,0.017284,
568,0.014678,
569,0.014774,
570,0.016058,
571,0.016304,
572,0.015564,
573,0.014331,
574,0.013916,
575,0.012674,
576,0.011658,
577,0.011417,
578,0.011665,
579,0.011185,
580,0.010665,
581,0.010209,
582,0.009975,
583,0.008576,
584,0.006124,
585,0.003498,
586,0.001992,
587,0.001519,
588,0.001712,
589,0.001831,
590,0.002283,
591,0.001718,
592,0.001837,
593,0.002090,
594,0.002612,
595,0.002516,
596,0.002535,
597,0.002163,
598,0.002201,
599,0.001710,
600,0.000704,
601,0.000233,
602,0.000381,
603,0.000584,
604,0.000607,
605,0.000939,
606,0.000504,
607,0.000572,
608,0.000433,
609,0.000179,
610,0.000233,
611,0.000245,
612,0.000216,
613,0.000217,
614,0.000004,
615,0.000010,
616,0.000067,
617,0.000068,
618,0.000118,
619,0.000353,
620,0.000327,
621,0.000328,
622,0.000089,
623,0.000000,
624,0.000269,
625,0.000397,
626,0.000399,
627,0.000328,
628,0.000189,
629,0.001028,
630,0.001055,
631,0.001000,
632,0.000376,
633,0.000000,
