Types,OHSP-350
version,1.70.6
Describe,OHS
Test date,2026-07-13
Test time,20:43:34
E(lx),5.19
Candle E(fc),0.48
CCT(K),100000
Duv,0.04259
CIE x,0.1684
CIE y,0.2081
CIE u,0.1305
CIE v,0.2419
CIE u',0.1305
CIE v',0.3629
SDCM,93.93
Ra,33.3
R1,12
R2,67
R3,35
R4,-6
R5,34
R6,67
R7,50
R8,7
R9,-99
R10,51
R11,-20
R12,48
R13,23
R14,60
R15,8
Ee(mW/c©O),0.002
S/P,5.033
Dominant(nm),481.10
Purity(%),66.8
Half width(nm),24.8
Peak(nm),457.5
Center(nm),461.0
Centroid(nm),489.5
R ratio(%),0.6
G ratio(%),31.6
B ratio(%),67.9
CIE1931 X,6.150
CIE1931 Y,7.600
CIE1931 Z,22.773
TLCI-2012,5
Integral Time(ms),5000.00
Peak Signal,40202
Dark Signal,3444
Compensate level,2830
Start wava(nm),380
End wava(nm),780
Wava(nm),[mW/m2/nm]
380,0.000000,
381,0.000000,
382,0.000875,
383,0.001244,
384,0.002002,
385,0.001586,
386,0.000823,
387,0.000261,
388,0.000335,
389,0.000833,
390,0.000806,
391,0.000923,
392,0.000398,
393,0.000385,
394,0.000404,
395,0.000235,
396,0.000195,
397,0.000071,
398,0.000007,
399,0.000000,
400,0.000038,
401,0.000192,
402,0.000479,
403,0.000983,
404,0.000820,
405,0.000916,
406,0.000246,
407,0.000203,
408,0.000120,
409,0.000009,
410,0.000088,
411,0.000165,
412,0.000303,
413,0.000471,
414,0.000387,
415,0.000309,
416,0.000252,
417,0.000331,
418,0.000743,
419,0.000633,
420,0.000550,
421,0.000017,
422,0.000000,
423,0.000142,
424,0.000553,
425,0.000567,
426,0.000489,
427,0.000183,
428,0.000455,
429,0.002637,
430,0.006131,
431,0.010994,
432,0.014263,
433,0.016422,
434,0.017439,
435,0.018627,
436,0.020989,
437,0.026438,
438,0.035722,
439,0.046520,
440,0.058749,
441,0.071023,
442,0.085059,
443,0.102354,
444,0.121806,
445,0.146336,
446,0.173657,
447,0.204957,
448,0.241499,
449,0.282654,
450,0.327610,
451,0.371810,
452,0.413112,
453,0.451669,
454,0.486087,
455,0.514821,
456,0.534968,
457,0.544343,
458,0.544641,
459,0.538136,
460,0.522043,
461,0.501193,
462,0.477146,
463,0.452720,
464,0.429138,
465,0.406362,
466,0.387041,
467,0.369603,
468,0.355939,
469,0.342636,
470,0.330433,
471,0.316861,
472,0.303358,
473,0.289626,
474,0.277360,
475,0.262728,
476,0.248322,
477,0.233422,
478,0.220950,
479,0.209818,
480,0.199081,
481,0.187893,
482,0.178807,
483,0.171456,
484,0.166774,
485,0.161150,
486,0.155167,
487,0.150086,
488,0.145883,
489,0.143598,
490,0.142390,
491,0.141418,
492,0.138904,
493,0.136683,
494,0.135533,
495,0.132607,
496,0.129511,
497,0.126103,
498,0.124651,
499,0.124216,
500,0.124291,
501,0.123389,
502,0.121057,
503,0.119550,
504,0.119025,
505,0.118533,
506,0.117072,
507,0.114057,
508,0.112849,
509,0.111809,
510,0.110737,
511,0.109376,
512,0.107602,
513,0.106161,
514,0.105231,
515,0.104086,
516,0.104461,
517,0.103991,
518,0.102956,
519,0.102160,
520,0.102056,
521,0.102636,
522,0.103192,
523,0.103950,
524,0.104873,
525,0.104764,
526,0.104966,
527,0.105691,
528,0.104747,
529,0.104483,
530,0.103677,
531,0.104463,
532,0.105232,
533,0.104574,
534,0.103565,
535,0.104787,
536,0.105847,
537,0.104824,
538,0.103242,
539,0.100461,
540,0.098808,
541,0.097698,
542,0.098103,
543,0.100016,
544,0.100465,
545,0.100478,
546,0.098841,
547,0.096310,
548,0.093662,
549,0.089769,
550,0.086979,
551,0.086626,
552,0.086449,
553,0.087013,
554,0.085260,
555,0.082262,
556,0.079201,
557,0.077749,
558,0.076388,
559,0.076418,
560,0.076306,
561,0.076275,
562,0.074741,
563,0.073338,
564,0.072593,
565,0.072283,
566,0.070015,
567,0.065186,
568,0.060887,
569,0.059502,
570,0.059308,
571,0.058290,
572,0.056215,
573,0.053218,
574,0.051241,
575,0.048843,
576,0.046691,
577,0.045410,
578,0.044447,
579,0.042237,
580,0.040330,
581,0.037925,
582,0.035759,
583,0.032315,
584,0.027687,
585,0.023888,
586,0.020881,
587,0.018571,
588,0.016970,
589,0.015652,
590,0.015497,
591,0.014046,
592,0.013338,
593,0.012870,
594,0.012717,
595,0.011274,
596,0.009812,
597,0.008555,
598,0.008041,
599,0.006883,
600,0.004086,
601,0.001772,
602,0.000862,
603,0.001323,
604,0.001713,
605,0.003016,
606,0.002902,
607,0.003105,
608,0.002433,
609,0.001422,
610,0.001271,
611,0.001124,
612,0.001006,
613,0.000725,
614,0.000036,
615,0.000059,
616,0.000116,
617,0.000116,
618,0.000162,
619,0.000420,
620,0.000403,
621,0.000404,
622,0.000110,
623,0.000000,
624,0.000264,
625,0.000398,
626,0.000400,
627,0.000335,
628,0.000201,
629,0.001042,
630,0.001071,
631,0.001005,
632,0.000381,
633,0.000000,
634,0.000000,
635,0.000000,
636,0.000000,
637,0.000411,
638,0.000457,
