Types,version,Describe,Test date,Test time,E(lx),Candle E(fc),CCT(K),Duv,CIE x,CIE y,CIE u,CIE v,CIE u',CIE v',SDCM,Ra,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,Ee(mW/c©O),S/P,Dominant(nm),Purity(%),Half width(nm),Peak(nm),Center(nm),Centroid(nm),R ratio(%),G ratio(%),B ratio(%),CIE1931 X,CIE1931 Y,CIE1931 Z,TLCI-2012,Integral Time(ms),Peak Signal,Dark Signal,Compensate level,Start wava(nm),End wava(nm),
OHSP-350,1.70.6,OHS,2026-07-13,20:57:34,4.38,0.41,100000,0.04424,0.1696,0.2139,0.1297,0.2455,0.1297,0.3683,94.21,33.8,11,66,38,-5,33,67,52,8,-99,50,-19,46,22,61,7,0.002,4.919,481.60,65.8,25.3,456.6,461.0,490.5,0.6,32.5,66.9,5.089,6.420,18.500,5,5000.00,33162,3698,2830,380,780,
