Types,version,Describe,Test date,Test time,E(lx),Candle E(fc),CCT(K),Duv,CIE x,CIE y,CIE u,CIE v,CIE u',CIE v',SDCM,Ra,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,Ee(mW/c©O),S/P,Dominant(nm),Purity(%),Half width(nm),Peak(nm),Center(nm),Centroid(nm),R ratio(%),G ratio(%),B ratio(%),CIE1931 X,CIE1931 Y,CIE1931 Z,TLCI-2012,Integral Time(ms),Peak Signal,Dark Signal,Compensate level,Start wava(nm),End wava(nm),
OHSP-350,1.70.6,OHS,2026-07-13,21:10:33,4.53,0.42,100000,0.04409,0.1672,0.2095,0.1292,0.2427,0.1292,0.3640,95.27,32.4,10,66,35,-7,33,66,50,6,-99,49,-22,48,21,59,6,0.002,5.052,481.30,67.0,24.8,457.9,461.2,489.8,0.6,31.6,67.8,5.295,6.633,19.733,4,5000.00,35687,3508,2830,380,780,
