Types,OHSP-350
version,1.70.6
Describe,OHS
Test date,2026-07-13
Test time,20:39:14
E(lx),14.08
Candle E(fc),1.31
CCT(K),100000
Duv,0.03639
CIE x,0.1715
CIE y,0.1998
CIE u,0.1357
CIE v,0.2372
CIE u',0.1357
CIE v',0.3558
SDCM,89.71
Ra,35.3
R1,17
R2,71
R3,33
R4,-3
R5,38
R6,71
R7,49
R8,6
R9,-99
R10,58
R11,-16
R12,53
R13,30
R14,59
R15,11
Ee(mW/c©O),0.007
S/P,5.049
Dominant(nm),480.10
Purity(%),66.8
Half width(nm),24.6
Peak(nm),456.6
Center(nm),460.2
Centroid(nm),488.0
R ratio(%),0.3
G ratio(%),30.8
B ratio(%),68.9
CIE1931 X,17.692
CIE1931 Y,20.615
CIE1931 Z,64.849
TLCI-2012,6
Integral Time(ms),2800.00
Peak Signal,60105
Dark Signal,2447
Compensate level,2830
Start wava(nm),380
End wava(nm),780
Wava(nm),[mW/m2/nm]
380,0.000000,
381,0.000000,
382,0.000228,
383,0.000336,
384,0.000319,
385,0.000213,
386,0.000000,
387,0.000000,
388,0.000003,
389,0.000007,
390,0.000007,
391,0.000007,
392,0.000000,
393,0.000000,
394,0.000000,
395,0.000000,
396,0.000313,
397,0.000315,
398,0.000307,
399,0.000087,
400,0.000000,
401,0.000000,
402,0.000239,
403,0.000585,
404,0.000572,
405,0.000560,
406,0.000000,
407,0.000000,
408,0.000000,
409,0.000000,
410,0.000000,
411,0.000000,
412,0.000000,
413,0.000000,
414,0.000000,
415,0.000000,
416,0.000000,
417,0.000082,
418,0.000180,
419,0.000178,
420,0.000148,
421,0.000021,
422,0.000510,
423,0.001787,
424,0.003881,
425,0.004480,
426,0.005060,
427,0.007068,
428,0.012120,
429,0.020465,
430,0.029863,
431,0.040707,
432,0.051254,
433,0.061624,
434,0.071794,
435,0.082892,
436,0.095558,
437,0.115892,
438,0.142468,
439,0.173116,
440,0.207003,
441,0.245675,
442,0.290081,
443,0.341718,
444,0.400330,
445,0.471371,
446,0.552399,
447,0.644350,
448,0.745984,
449,0.858050,
450,0.975608,
451,1.094157,
452,1.211446,
453,1.322472,
454,1.417981,
455,1.487275,
456,1.526106,
457,1.534514,
458,1.517398,
459,1.485600,
460,1.432948,
461,1.371281,
462,1.311230,
463,1.249930,
464,1.187213,
465,1.122821,
466,1.063402,
467,1.013217,
468,0.973534,
469,0.935230,
470,0.898916,
471,0.860279,
472,0.820112,
473,0.778705,
474,0.743360,
475,0.701835,
476,0.661653,
477,0.621338,
478,0.584665,
479,0.553387,
480,0.524382,
481,0.496557,
482,0.472865,
483,0.452304,
484,0.436689,
485,0.422856,
486,0.410927,
487,0.401029,
488,0.391489,
489,0.383520,
490,0.376977,
491,0.371467,
492,0.363221,
493,0.355582,
494,0.348871,
495,0.341158,
496,0.334513,
497,0.327576,
498,0.324322,
499,0.321024,
500,0.319015,
501,0.315959,
502,0.311090,
503,0.307560,
504,0.305892,
505,0.304610,
506,0.302294,
507,0.298077,
508,0.295974,
509,0.294003,
510,0.292305,
511,0.289081,
512,0.284259,
513,0.279514,
514,0.275853,
515,0.274248,
516,0.275187,
517,0.274499,
518,0.273156,
519,0.271317,
520,0.270071,
521,0.270204,
522,0.269874,
523,0.271044,
524,0.272400,
525,0.272934,
526,0.272663,
527,0.273276,
528,0.272314,
529,0.272571,
530,0.271274,
531,0.271708,
532,0.272988,
533,0.272085,
534,0.271154,
535,0.272054,
536,0.272435,
537,0.271357,
538,0.268667,
539,0.265325,
540,0.262717,
541,0.260692,
542,0.260431,
543,0.261312,
544,0.259865,
545,0.258238,
546,0.255443,
547,0.251692,
548,0.246629,
549,0.240026,
550,0.236382,
551,0.235931,
552,0.235100,
553,0.233232,
554,0.228674,
555,0.223739,
556,0.218115,
557,0.213595,
558,0.209258,
559,0.206582,
560,0.205659,
561,0.203569,
562,0.199313,
563,0.196653,
564,0.194370,
565,0.193121,
566,0.188211,
567,0.179541,
568,0.172189,
569,0.169331,
570,0.167906,
571,0.164823,
572,0.159540,
573,0.152951,
574,0.148882,
575,0.144036,
576,0.140214,
577,0.135079,
578,0.129671,
579,0.123295,
580,0.118019,
581,0.112739,
582,0.108107,
583,0.101674,
584,0.093074,
585,0.086277,
586,0.079377,
587,0.073884,
588,0.069491,
589,0.065062,
590,0.062734,
591,0.058257,
592,0.054590,
593,0.051252,
594,0.048062,
595,0.042645,
596,0.038096,
597,0.033796,
598,0.030981,
599,0.026975,
600,0.021228,
601,0.015894,
602,0.013247,
603,0.012354,
604,0.011629,
605,0.012764,
606,0.011650,
607,0.010808,
608,0.008292,
609,0.004999,
610,0.005131,
611,0.004515,
612,0.004191,
613,0.003378,
614,0.001090,
615,0.001047,
616,0.001046,
617,0.000795,
618,0.001636,
619,0.002512,
620,0.003132,
621,0.003029,
622,0.001384,
623,0.000415,
624,0.000116,
625,0.000193,
626,0.000194,
627,0.000175,
628,0.000093,
629,0.000557,
630,0.000609,
631,0.000574,
632,0.000280,
633,0.000000,
634,0.000000,
635,0.000000,
636,0.000014,
637,0.000127,
638,0.000221,
