Types,version,Describe,Test date,Test time,E(lx),Candle E(fc),CCT(K),Duv,CIE x,CIE y,CIE u,CIE v,CIE u',CIE v',SDCM,Ra,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,Ee(mW/c©O),S/P,Dominant(nm),Purity(%),Half width(nm),Peak(nm),Center(nm),Centroid(nm),R ratio(%),G ratio(%),B ratio(%),CIE1931 X,CIE1931 Y,CIE1931 Z,TLCI-2012,Integral Time(ms),Peak Signal,Dark Signal,Compensate level,Start wava(nm),End wava(nm),
OHSP-350,1.70.6,OHS,2026-07-13,21:03:26,1.52,0.14,100000,0.04025,0.1624,0.1925,0.1303,0.2317,0.1303,0.3475,96.30,28.8,9,65,25,-13,32,64,44,4,-99,48,-30,52,21,54,8,0.001,5.445,480.10,70.5,23.9,458.8,460.7,490.4,1.9,28.3,69.7,1.875,2.222,7.448,5,5000.00,16164,3408,2830,380,780,
