Types,version,Describe,Test date,Test time,E(lx),Candle E(fc),CCT(K),Duv,CIE x,CIE y,CIE u,CIE v,CIE u',CIE v',SDCM,Ra,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,Ee(mW/c©O),S/P,Dominant(nm),Purity(%),Half width(nm),Peak(nm),Center(nm),Centroid(nm),R ratio(%),G ratio(%),B ratio(%),CIE1931 X,CIE1931 Y,CIE1931 Z,TLCI-2012,Integral Time(ms),Peak Signal,Dark Signal,Compensate level,Start wava(nm),End wava(nm),
OHSP-350,1.70.6,OHS,2026-07-13,21:03:52,0.57,0.05,100000,0.04036,0.1682,0.2028,0.1320,0.2387,0.1320,0.3580,93.05,34.6,16,68,33,-5,37,68,49,11,-99,53,-20,51,26,59,14,0.000,5.150,480.60,67.5,21.0,458.8,459.3,502.3,6.6,28.5,64.9,0.696,0.839,2.603,11,5000.00,8103,3548,2830,380,780,
