f_power,dz,pos_jitter,c550,omega,eta,blue__misfit,blue__level,blue__pattern,green__misfit,green__level,green__pattern,red__misfit,red__level,red__pattern,par__misfit,par__level,par__pattern
1.3,-0.16666666666666652,1.3333333333333333,0.15,0.8166666666666667,0.833333333333333,2.00767866400296,2.0071785939252287,1.0152705195556933,2.228893603546084,2.2288927621199655,1.376872405809101,2.53390349450705,2.5298823775932986,1.4575378208790122,2.0379616350996432,2.0378820140320775,1.0519257227217473
1.3,-0.16666666666666652,1.3333333333333333,0.15,0.8166666666666667,-1.5,2.0461786924695025,2.04538465825924,0.9344238497430851,2.2696926806155684,2.2663716531436595,1.3169307792850706,3.2330613133049333,3.2286937075910322,0.6359564818021409,2.107288894238871,2.106321082682675,1.0963813231913866
1.3,-0.16666666666666652,1.3333333333333333,0.15,0.55,-1.5,1.955725094645657,1.9549570340533013,1.0023017605436246,2.1447676076753335,2.1443658099870566,1.27102542575256,2.5425545482010197,2.3971548144959667,1.4833613657479605,1.9806211140591148,1.9793444623576602,1.0922401225993825
1.3,-0.16666666666666652,1.3333333333333333,0.85,0.55,-1.5,0.9834497597142007,0.8749530507206749,0.918619905580264,0.5967810484332103,0.20094418366176864,1.0101405530018928,1.6305189245087734,-0.49530818311570063,3.148970638219675,0.9869489586580491,0.8413783332866037,0.9540738885574825
0.9,-0.16666666666666652,1.3333333333333333,0.85,0.55,-1.5,0.8983309657221086,0.8417273835227528,1.0082949152816694,1.0028268677052263,0.34835566848277955,1.3251445497922407,2.9004795412231847,-2.5933506028136444,3.830961136337363,0.9517123859888131,0.8668244799396042,1.2580800640147238
0.9,1.5,1.3333333333333333,0.85,0.55,-1.5,0.9434446550214101,0.9390029896603693,0.9490002470381369,0.7580049075166777,0.719788195311446,0.9538683470830186,1.6365493090362861,0.1809970411311114,2.112058456634075,0.9110456290211655,0.9055073235618442,0.943634698563576
0.9,1.5,0.0,0.85,0.55,-1.5,0.927740326906313,0.9276887148937064,1.0974394029367263,0.7989518464594982,0.7620826572539479,1.377294474193193,2.0501765306877,-1.0051350612228844,3.950451486538021,0.8247685627440393,0.813921621269957,1.1731464739239905
1.3,0.6666666666666665,0.0,0.15,0.8166666666666667,2.0,1.9242369351676816,1.92342545357768,1.1493193755260394,2.2310736754637817,2.2271546957978794,1.4430551833674632,3.371092049593031,2.770151083498928,1.3496542587272646,2.0114937939158772,2.0099243440105257,1.117765754039702
1.3,0.6666666666666665,1.3333333333333333,0.15,0.8166666666666667,2.0,1.9854006907217967,1.9850928363909555,0.8591435723630477,2.3924665382422172,2.392058008225602,1.0849104257952855,3.158456349938252,3.1581355354489338,0.9533797781332619,2.087400256191095,2.0873428615414977,0.9864706501545998
0.9,0.6666666666666665,1.3333333333333333,0.15,0.8166666666666667,2.0,1.8562672639047235,1.8550419659401314,1.0293720999845246,2.118263350343134,2.1130637796121006,1.243851969435657,3.1726995697130103,3.172565844549692,0.8671703928441227,1.9253530459856403,1.9252519905409877,1.034829827025084
0.9,0.6666666666666665,1.3333333333333333,0.85,0.8166666666666667,2.0,1.0417888870424195,1.0384859619044662,0.9632764513670746,1.3603555824435194,1.3107639852699444,1.132090767943727,2.193106466029913,2.0750258003055597,1.1717254945273465,1.1235190882859156,1.1233348395303016,0.9830178746914476
0.9,0.6666666666666665,1.3333333333333333,0.85,0.55,2.0,0.6220807903939806,-0.3165908442003065,0.9009725167225682,0.8877585815946542,0.14287110831180438,1.4033512051876404,1.6836405425353556,1.1344449475253806,1.3879321446079163,0.8063605336112883,-0.025638229949139085,1.1954378429774835
0.9,0.6666666666666665,1.3333333333333333,0.85,0.55,-0.33333333333333326,0.6877347420989848,0.5671547547834638,0.899805167308813,0.8757508796690089,0.3276528089443217,1.282796189026192,3.324855932743334,-2.0540262675597107,3.70638854429635,0.7560812442019358,0.7000908367594203,0.9694905430044852
0.9,-1.0,1.3333333333333333,0.85,0.55,-0.33333333333333326,0.6253521174757777,0.19081460854998494,0.8877887562917816,0.8411525167817825,-0.1586149742309522,1.0806917677340804,3.5936043866987917,-3.5918919630742243,2.766297690302871,0.628341965265422,0.06096261515257806,0.9085547023766208
1.3,1.5,1.3333333333333333,0.15,0.6833333333333333,0.833333333333333,2.075959094684335,2.0676762667535566,0.7809544801989012,2.245938271012507,2.2407001914695854,1.2566354906853452,3.188670471852551,3.1884330361291786,1.122043276899082,2.1106232261890896,2.1016914955286916,0.9356926510853227
1.3,1.5,1.3333333333333333,0.85,0.6833333333333333,0.833333333333333,0.8420680410745923,0.8224593616022685,0.968170568460654,1.0130126840264493,1.0125233247613101,0.999508151838922,2.327663873947471,1.8784391455893679,1.1696984525573384,0.9663004635261362,0.9662793629375342,1.0536604607537332
1.3,1.5,1.3333333333333333,0.85,0.95,0.833333333333333,1.960153775628873,1.9568796775870632,0.908488595873278,2.199208152790289,2.1962893224815274,1.0874052127890277,3.1351731097175044,2.9912609427316452,1.268365622979868,2.026289770376981,2.0228764193276256,1.0139528983291743
0.9,1.5,1.3333333333333333,0.85,0.95,0.833333333333333,1.7837639554554279,1.7798204674741598,0.8446231646232446,2.053192809096633,2.04906548019221,1.0190430284590841,3.1884625362011696,2.8958529456150646,1.1944882866227786,1.8659557737613999,1.8611786715255039,0.889371050384019
0.9,1.5,1.3333333333333333,0.85,0.95,-1.5,1.9058453265832245,1.9012827115343867,0.9738575644278438,2.1635462147638815,2.162393925372853,1.142670236087354,3.0568253930752425,1.9663294202672446,1.7625884674840162,1.9422288635636578,1.9372868024232,1.0240255329007795
0.9,-0.16666666666666652,1.3333333333333333,0.85,0.95,-1.5,1.7608409370658564,1.760712991598524,0.8608227410278799,1.921241690736389,1.9189706316838284,1.2439227104198756,3.108794890765083,1.3564818307154596,2.6957741028917104,1.7890311645892847,1.788779800415512,1.0147408422665893
0.9,-0.16666666666666652,0.0,0.85,0.95,-1.5,1.7160886931983463,1.7136977961075577,1.0318462224251568,1.838308428368232,1.8378752472608308,1.1280014258346887,2.9386928868347493,2.338400992328067,1.4555445402778826,1.741674864597277,1.7399675100994605,1.0872436886882557
0.9,-0.16666666666666652,2.0,0.85,0.95,-1.5,1.8234566827335381,1.8206412617498222,0.874562240387803,1.7089703239770466,1.7085252658751053,1.4580628102919821,2.819688832110915,1.416086760060559,2.0797304694453542,1.8115114594915362,1.8095429219665191,1.0276299036161998
