Types,OHSP-350
version,1.70.6
Describe,OHS
Test date,2026-07-10
Test time,01:07:22
E(lx),0.65
Candle E(fc),0.06
CCT(K),100000
Duv,-0.00199
CIE x,0.1482
CIE y,0.0972
CIE u,0.1532
CIE v,0.1507
CIE u',0.1532
CIE v',0.2260
SDCM,100.00
Ra,-4.3
R1,1
R2,39
R3,-51
R4,-58
R5,24
R6,30
R7,3
R8,-22
R9,-99
R10,-26
R11,-84
R12,23
R13,13
R14,15
R15,12
Ee(mW/c©O),0.001
S/P,9.056
Dominant(nm),471.10
Purity(%),87.3
Half width(nm),22.8
Peak(nm),455.7
Center(nm),458.4
Centroid(nm),475.1
R ratio(%),1.7
G ratio(%),12.7
B ratio(%),85.6
CIE1931 X,1.456
CIE1931 Y,0.955
CIE1931 Z,7.411
TLCI-2012,3
Integral Time(ms),5000.00
Peak Signal,16192
Dark Signal,4219
Compensate level,2852
Start wava(nm),380
End wava(nm),780
Wava(nm),[mW/m2/nm]
380,0.000000,
381,0.000000,
382,0.001207,
383,0.001786,
384,0.002502,
385,0.001944,
386,0.000830,
387,0.000230,
388,0.000530,
389,0.001429,
390,0.001383,
391,0.001281,
392,0.000102,
393,0.000029,
394,0.000082,
395,0.000080,
396,0.000073,
397,0.000011,
398,0.000009,
399,0.000002,
400,0.000025,
401,0.000221,
402,0.000653,
403,0.001255,
404,0.001100,
405,0.001014,
406,0.000203,
407,0.000149,
408,0.000088,
409,0.000000,
410,0.000031,
411,0.000077,
412,0.000244,
413,0.000331,
414,0.000264,
415,0.000166,
416,0.000028,
417,0.000204,
418,0.000546,
419,0.000540,
420,0.000475,
421,0.000013,
422,0.000000,
423,0.000124,
424,0.000306,
425,0.000303,
426,0.000233,
427,0.000044,
428,0.000196,
429,0.001894,
430,0.004627,
431,0.008911,
432,0.011506,
433,0.013224,
434,0.012783,
435,0.012289,
436,0.012278,
437,0.015139,
438,0.021157,
439,0.027614,
440,0.034520,
441,0.040344,
442,0.046305,
443,0.052865,
444,0.059015,
445,0.067412,
446,0.076543,
447,0.086807,
448,0.098530,
449,0.110932,
450,0.124927,
451,0.137682,
452,0.148202,
453,0.157895,
454,0.166295,
455,0.173387,
456,0.176878,
457,0.177094,
458,0.174701,
459,0.171012,
460,0.164850,
461,0.157243,
462,0.149943,
463,0.142665,
464,0.135398,
465,0.127823,
466,0.120485,
467,0.113089,
468,0.106587,
469,0.100119,
470,0.094754,
471,0.088842,
472,0.083817,
473,0.078766,
474,0.074040,
475,0.069314,
476,0.064434,
477,0.059073,
478,0.054979,
479,0.051670,
480,0.048123,
481,0.043647,
482,0.039887,
483,0.037276,
484,0.035814,
485,0.033032,
486,0.029679,
487,0.026427,
488,0.024132,
489,0.023803,
490,0.023782,
491,0.024793,
492,0.023289,
493,0.021856,
494,0.021216,
495,0.019486,
496,0.018588,
497,0.016734,
498,0.016068,
499,0.015939,
500,0.016753,
501,0.016659,
502,0.015206,
503,0.013905,
504,0.013683,
505,0.014540,
506,0.014622,
507,0.013005,
508,0.013558,
509,0.013495,
510,0.013460,
511,0.012964,
512,0.012091,
513,0.011836,
514,0.011956,
515,0.011575,
516,0.012477,
517,0.012322,
518,0.011496,
519,0.010435,
520,0.009171,
521,0.008729,
522,0.008612,
523,0.009685,
524,0.010898,
525,0.011157,
526,0.011439,
527,0.012496,
528,0.011928,
529,0.011227,
530,0.009772,
531,0.010189,
532,0.011176,
533,0.011389,
534,0.011189,
535,0.012835,
536,0.014532,
537,0.014202,
538,0.012742,
539,0.010274,
540,0.008676,
541,0.008390,
542,0.009208,
543,0.011483,
544,0.012592,
545,0.013455,
546,0.012847,
547,0.011416,
548,0.009608,
549,0.007080,
550,0.005993,
551,0.007003,
552,0.007964,
553,0.008921,
554,0.008094,
555,0.006221,
556,0.004429,
557,0.003507,
558,0.003060,
559,0.003709,
560,0.005166,
561,0.005805,
562,0.005147,
563,0.005123,
564,0.006187,
565,0.007794,
566,0.007294,
567,0.004327,
568,0.001925,
569,0.002637,
570,0.004007,
571,0.004659,
572,0.004361,
573,0.002882,
574,0.002957,
575,0.002378,
576,0.002168,
577,0.002384,
578,0.003016,
579,0.003005,
580,0.002709,
581,0.002278,
582,0.002423,
583,0.002324,
584,0.001615,
585,0.000474,
586,0.000088,
587,0.000158,
588,0.000250,
589,0.000179,
590,0.000180,
591,0.000002,
592,0.000109,
593,0.000196,
594,0.000288,
595,0.000272,
596,0.000798,
597,0.000813,
598,0.000770,
599,0.000409,
600,0.000000,
601,0.000000,
602,0.000040,
603,0.000054,
604,0.000066,
605,0.000221,
606,0.000181,
607,0.000183,
608,0.000076,
609,0.000000,
610,0.000021,
611,0.000042,
612,0.000042,
613,0.000042,
614,0.000000,
615,0.000000,
616,0.000000,
617,0.000000,
618,0.000014,
619,0.000055,
620,0.000055,
621,0.000055,
622,0.000011,
623,0.000000,
624,0.000007,
625,0.000010,
626,0.000010,
627,0.000007,
628,0.000042,
629,0.000418,
630,0.000431,
631,0.000426,
632,0.000180,
633,0.000000,
634,0.000000,
635,0.000000,
636,0.000000,
637,0.000026,
