Types,OHSP-350
version,1.70.6
Describe,OHS
Test date,2026-07-09
Test time,23:59:15
E(lx),11.29
Candle E(fc),1.05
CCT(K),100000
Duv,0.00073
CIE x,0.1561
CIE y,0.1126
CIE u,0.1546
CIE v,0.1673
CIE u',0.1546
CIE v',0.2509
SDCM,100.00
Ra,10.0
R1,10
R2,57
R3,-28
R4,-42
R5,32
R6,51
R7,16
R8,-16
R9,-99
R10,12
R11,-62
R12,50
R13,27
R14,27
R15,14
Ee(mW/c©O),0.009
S/P,7.566
Dominant(nm),471.80
Purity(%),82.8
Half width(nm),20.6
Peak(nm),455.7
Center(nm),456.4
Centroid(nm),473.5
R ratio(%),0.2
G ratio(%),16.8
B ratio(%),83.0
CIE1931 X,22.918
CIE1931 Y,16.528
CIE1931 Z,107.328
TLCI-2012,4
Integral Time(ms),1300.00
Peak Signal,48750
Dark Signal,2152
Compensate level,2858
Start wava(nm),380
End wava(nm),780
Wava(nm),[mW/m2/nm]
380,0.000000,
381,0.000000,
382,0.000000,
383,0.000000,
384,0.000000,
385,0.000000,
386,0.000000,
387,0.000000,
388,0.000000,
389,0.000000,
390,0.000000,
391,0.000000,
392,0.000000,
393,0.000000,
394,0.000000,
395,0.000000,
396,0.000000,
397,0.000000,
398,0.000000,
399,0.000000,
400,0.000000,
401,0.000076,
402,0.000162,
403,0.000158,
404,0.000129,
405,0.000000,
406,0.000000,
407,0.000000,
408,0.000000,
409,0.000000,
410,0.000000,
411,0.000000,
412,0.000000,
413,0.000000,
414,0.000000,
415,0.000000,
416,0.000019,
417,0.000031,
418,0.000031,
419,0.000023,
420,0.000300,
421,0.002165,
422,0.006007,
423,0.012174,
424,0.018769,
425,0.023738,
426,0.028862,
427,0.036640,
428,0.050482,
429,0.070410,
430,0.092811,
431,0.118443,
432,0.146601,
433,0.176965,
434,0.211494,
435,0.250910,
436,0.293205,
437,0.348516,
438,0.411153,
439,0.481676,
440,0.559715,
441,0.647397,
442,0.744880,
443,0.855640,
444,0.978308,
445,1.117429,
446,1.272954,
447,1.448628,
448,1.642251,
449,1.843258,
450,2.043284,
451,2.227385,
452,2.395512,
453,2.527114,
454,2.620084,
455,2.664861,
456,2.660173,
457,2.607260,
458,2.512726,
459,2.405111,
460,2.261110,
461,2.106309,
462,1.954663,
463,1.811514,
464,1.681370,
465,1.564289,
466,1.462997,
467,1.375841,
468,1.301395,
469,1.232426,
470,1.165949,
471,1.095663,
472,1.022773,
473,0.948291,
474,0.884477,
475,0.813433,
476,0.746302,
477,0.685084,
478,0.633241,
479,0.587741,
480,0.547347,
481,0.510177,
482,0.476734,
483,0.449335,
484,0.426857,
485,0.407615,
486,0.388644,
487,0.373146,
488,0.356409,
489,0.342944,
490,0.332047,
491,0.321890,
492,0.308591,
493,0.295525,
494,0.284554,
495,0.274851,
496,0.267779,
497,0.261287,
498,0.259004,
499,0.255160,
500,0.251087,
501,0.245069,
502,0.237917,
503,0.233698,
504,0.231196,
505,0.229440,
506,0.227045,
507,0.223937,
508,0.223894,
509,0.222661,
510,0.220872,
511,0.216249,
512,0.212097,
513,0.209062,
514,0.207892,
515,0.209220,
516,0.211278,
517,0.211149,
518,0.208719,
519,0.205813,
520,0.205138,
521,0.205330,
522,0.205731,
523,0.206167,
524,0.206539,
525,0.206647,
526,0.206009,
527,0.205444,
528,0.204877,
529,0.203702,
530,0.203387,
531,0.203565,
532,0.204178,
533,0.203217,
534,0.201429,
535,0.201073,
536,0.200819,
537,0.198794,
538,0.196664,
539,0.193497,
540,0.191209,
541,0.189037,
542,0.187579,
543,0.187689,
544,0.186906,
545,0.184783,
546,0.181906,
547,0.177121,
548,0.173081,
549,0.168107,
550,0.165214,
551,0.164431,
552,0.162603,
553,0.161661,
554,0.156847,
555,0.152244,
556,0.146951,
557,0.143237,
558,0.140289,
559,0.137384,
560,0.133880,
561,0.130764,
562,0.126175,
563,0.124943,
564,0.123495,
565,0.121073,
566,0.116155,
567,0.108372,
568,0.101944,
569,0.099183,
570,0.098096,
571,0.096265,
572,0.092374,
573,0.087519,
574,0.083372,
575,0.080183,
576,0.077269,
577,0.073431,
578,0.070515,
579,0.066310,
580,0.062163,
581,0.057925,
582,0.054401,
583,0.050657,
584,0.046718,
585,0.042717,
586,0.039850,
587,0.036888,
588,0.035034,
589,0.033339,
590,0.032591,
591,0.030003,
592,0.028328,
593,0.025497,
594,0.024593,
595,0.021312,
596,0.019471,
597,0.017339,
598,0.015583,
599,0.012908,
600,0.008648,
601,0.004418,
602,0.002046,
603,0.002058,
604,0.002671,
605,0.004062,
606,0.004401,
607,0.004281,
608,0.003490,
609,0.002208,
610,0.001692,
611,0.000949,
612,0.000884,
613,0.000720,
614,0.000058,
615,0.000059,
616,0.000015,
617,0.000000,
618,0.000010,
619,0.000040,
620,0.000912,
621,0.001232,
622,0.001205,
623,0.000700,
624,0.000000,
625,0.000000,
626,0.000000,
627,0.000000,
628,0.000000,
629,0.000000,
630,0.000000,
631,0.000000,
632,0.000000,
633,0.000000,
634,0.000000,
635,0.000000,
636,0.000000,
637,0.000000,
638,0.000000,
