Types,OHSP-350
version,1.70.6
Describe,OHS
Test date,2026-07-10
Test time,00:00:33
E(lx),162.94
Candle E(fc),15.14
CCT(K),100000
Duv,-0.01147
CIE x,0.1508
CIE y,0.0883
CIE u,0.1605
CIE v,0.1410
CIE u',0.1605
CIE v',0.2115
SDCM,100.00
Ra,-7.8
R1,13
R2,32
R3,-70
R4,-59
R5,32
R6,25
R7,-7
R8,-28
R9,-99
R10,-55
R11,-80
R12,9
R13,26
R14,6
R15,17
Ee(mW/c©O),0.157
S/P,9.599
Dominant(nm),469.30
Purity(%),88.0
Half width(nm),24.4
Peak(nm),457.7
Center(nm),458.7
Centroid(nm),469.5
R ratio(%),0.1
G ratio(%),11.1
B ratio(%),88.8
CIE1931 X,407.384
CIE1931 Y,238.572
CIE1931 Z,2055.303
TLCI-2012,3
Integral Time(ms),75.00
Peak Signal,49806
Dark Signal,2078
Compensate level,2866
Start wava(nm),380
End wava(nm),780
Wava(nm),[mW/m2/nm]
380,0.000000,
381,0.000000,
382,0.000000,
383,0.000000,
384,0.000000,
385,0.000000,
386,0.000000,
387,0.000000,
388,0.000000,
389,0.000000,
390,0.000000,
391,0.000000,
392,0.000000,
393,0.000000,
394,0.000000,
395,0.000000,
396,0.000000,
397,0.000000,
398,0.000000,
399,0.000000,
400,0.000000,
401,0.000000,
402,0.000000,
403,0.000000,
404,0.000000,
405,0.000000,
406,0.000000,
407,0.000000,
408,0.000000,
409,0.000000,
410,0.000000,
411,0.000275,
412,0.002306,
413,0.004156,
414,0.019900,
415,0.043458,
416,0.083150,
417,0.139958,
418,0.205006,
419,0.275818,
420,0.360670,
421,0.459508,
422,0.582863,
423,0.726160,
424,0.886738,
425,1.083326,
426,1.320428,
427,1.600983,
428,1.917802,
429,2.295282,
430,2.722548,
431,3.224205,
432,3.780065,
433,4.409470,
434,5.137153,
435,5.961230,
436,6.785917,
437,7.763797,
438,8.806481,
439,9.945686,
440,11.191485,
441,12.558304,
442,14.032389,
443,15.633499,
444,17.394222,
445,19.300386,
446,21.364065,
447,23.620104,
448,26.080566,
449,28.734045,
450,31.483805,
451,34.305092,
452,37.108868,
453,39.790825,
454,42.248016,
455,44.349316,
456,46.037739,
457,47.000893,
458,47.297108,
459,47.077259,
460,46.231018,
461,44.941860,
462,43.102600,
463,40.890099,
464,38.465195,
465,36.017372,
466,33.712242,
467,31.571476,
468,29.636465,
469,27.864302,
470,26.229568,
471,24.669132,
472,23.133797,
473,21.635845,
474,20.384012,
475,18.978283,
476,17.629694,
477,16.318476,
478,15.058498,
479,13.854782,
480,12.747792,
481,11.718289,
482,10.808185,
483,10.001411,
484,9.278858,
485,8.635726,
486,8.058568,
487,7.618217,
488,7.150343,
489,6.718894,
490,6.309510,
491,5.941141,
492,5.615052,
493,5.316159,
494,5.048284,
495,4.779093,
496,4.533997,
497,4.307759,
498,4.129591,
499,3.948316,
500,3.783150,
501,3.639779,
502,3.509155,
503,3.390306,
504,3.275286,
505,3.189912,
506,3.104869,
507,3.046310,
508,2.970670,
509,2.891019,
510,2.813619,
511,2.746679,
512,2.700116,
513,2.656245,
514,2.608158,
515,2.552416,
516,2.514069,
517,2.480065,
518,2.456521,
519,2.432768,
520,2.416434,
521,2.407167,
522,2.403880,
523,2.390163,
524,2.371561,
525,2.347147,
526,2.319598,
527,2.295971,
528,2.275604,
529,2.266219,
530,2.260729,
531,2.252022,
532,2.239193,
533,2.226188,
534,2.214835,
535,2.207067,
536,2.186903,
537,2.161484,
538,2.139481,
539,2.123837,
540,2.102699,
541,2.068659,
542,2.036816,
543,2.009327,
544,1.992132,
545,1.973988,
546,1.948164,
547,1.924227,
548,1.899701,
549,1.876792,
550,1.853728,
551,1.833333,
552,1.804287,
553,1.772195,
554,1.738718,
555,1.694148,
556,1.661537,
557,1.633324,
558,1.606435,
559,1.576519,
560,1.539680,
561,1.509611,
562,1.483541,
563,1.463829,
564,1.432819,
565,1.391762,
566,1.347117,
567,1.305128,
568,1.285458,
569,1.264500,
570,1.241161,
571,1.192605,
572,1.144629,
573,1.105665,
574,1.073362,
575,1.042785,
576,1.002520,
577,0.957791,
578,0.920572,
579,0.882389,
580,0.851103,
581,0.816553,
582,0.779761,
583,0.743809,
584,0.698608,
585,0.662369,
586,0.617486,
587,0.582418,
588,0.551960,
589,0.524608,
590,0.506185,
591,0.476288,
592,0.445809,
593,0.413034,
594,0.379733,
595,0.348550,
596,0.318683,
597,0.289956,
598,0.264119,
599,0.237237,
600,0.216385,
601,0.191882,
602,0.170280,
603,0.156041,
604,0.135792,
605,0.123086,
606,0.112850,
607,0.101026,
608,0.091583,
609,0.073722,
610,0.062731,
611,0.050887,
612,0.046072,
613,0.039655,
614,0.030803,
615,0.023411,
616,0.016099,
617,0.009220,
618,0.006330,
619,0.005258,
620,0.005037,
621,0.002657,
622,0.001780,
623,0.000348,
624,0.000000,
625,0.000000,
626,0.000000,
627,0.000000,
628,0.000000,
629,0.000000,
630,0.000000,
631,0.000000,
632,0.000000,
633,0.000000,
634,0.000000,
635,0.000000,
636,0.000000,
637,0.000000,
