Types,OHSP-350
version,1.70.6
Describe,OHS
Test date,2026-07-10
Test time,00:05:33
E(lx),0.42
Candle E(fc),0.04
CCT(K),100000
Duv,-0.00970
CIE x,0.1486
CIE y,0.0875
CIE u,0.1584
CIE v,0.1399
CIE u',0.1584
CIE v',0.2098
SDCM,100.00
Ra,-8.8
R1,12
R2,28
R3,-70
R4,-61
R5,30
R6,20
R7,-7
R8,-22
R9,-99
R10,-61
R11,-86
R12,7
R13,20
R14,7
R15,21
Ee(mW/c©O),0.000
S/P,9.902
Dominant(nm),469.60
Purity(%),88.7
Half width(nm),21.5
Peak(nm),458.8
Center(nm),459.1
Centroid(nm),478.9
R ratio(%),3.8
G ratio(%),10.3
B ratio(%),85.9
CIE1931 X,1.037
CIE1931 Y,0.611
CIE1931 Z,5.331
TLCI-2012,5
Integral Time(ms),5000.00
Peak Signal,12391
Dark Signal,3306
Compensate level,2836
Start wava(nm),380
End wava(nm),780
Wava(nm),[mW/m2/nm]
380,0.000137,
381,0.000412,
382,0.001913,
383,0.002714,
384,0.003094,
385,0.002333,
386,0.000849,
387,0.000237,
388,0.000715,
389,0.001804,
390,0.001745,
391,0.001748,
392,0.000289,
393,0.000226,
394,0.000273,
395,0.000213,
396,0.000494,
397,0.000337,
398,0.000312,
399,0.000077,
400,0.000036,
401,0.000281,
402,0.000806,
403,0.001497,
404,0.001302,
405,0.001113,
406,0.000174,
407,0.000109,
408,0.000064,
409,0.000000,
410,0.000126,
411,0.000363,
412,0.000669,
413,0.000914,
414,0.000620,
415,0.000426,
416,0.000261,
417,0.000362,
418,0.000737,
419,0.000626,
420,0.000497,
421,0.000028,
422,0.000000,
423,0.000106,
424,0.000288,
425,0.000285,
426,0.000225,
427,0.000087,
428,0.000239,
429,0.001400,
430,0.003233,
431,0.006237,
432,0.007967,
433,0.008702,
434,0.007776,
435,0.006076,
436,0.005703,
437,0.007611,
438,0.012459,
439,0.017440,
440,0.022176,
441,0.025593,
442,0.029015,
443,0.033214,
444,0.037230,
445,0.043358,
446,0.049206,
447,0.055939,
448,0.063898,
449,0.073513,
450,0.084260,
451,0.094163,
452,0.102119,
453,0.110429,
454,0.117834,
455,0.124652,
456,0.128491,
457,0.130465,
458,0.131168,
459,0.130484,
460,0.127450,
461,0.122611,
462,0.116781,
463,0.111476,
464,0.106306,
465,0.100173,
466,0.093884,
467,0.087263,
468,0.081822,
469,0.076484,
470,0.071512,
471,0.066643,
472,0.062602,
473,0.059054,
474,0.055411,
475,0.052200,
476,0.048550,
477,0.044295,
478,0.041160,
479,0.039157,
480,0.036545,
481,0.032468,
482,0.028709,
483,0.026178,
484,0.025292,
485,0.022950,
486,0.019784,
487,0.016612,
488,0.014579,
489,0.014354,
490,0.014868,
491,0.015865,
492,0.014855,
493,0.013698,
494,0.013269,
495,0.011657,
496,0.010784,
497,0.009057,
498,0.008973,
499,0.009643,
500,0.010991,
501,0.010899,
502,0.009252,
503,0.008149,
504,0.008072,
505,0.008611,
506,0.008314,
507,0.006890,
508,0.007645,
509,0.008124,
510,0.008570,
511,0.008145,
512,0.007075,
513,0.006333,
514,0.006346,
515,0.006512,
516,0.007560,
517,0.007167,
518,0.006272,
519,0.005001,
520,0.004344,
521,0.004577,
522,0.004738,
523,0.005533,
524,0.006169,
525,0.006090,
526,0.006239,
527,0.006989,
528,0.006363,
529,0.006389,
530,0.005644,
531,0.006169,
532,0.006694,
533,0.006104,
534,0.005815,
535,0.007270,
536,0.008767,
537,0.008512,
538,0.007457,
539,0.005642,
540,0.005134,
541,0.004847,
542,0.005643,
543,0.007590,
544,0.008235,
545,0.008789,
546,0.007357,
547,0.005948,
548,0.004924,
549,0.003295,
550,0.002825,
551,0.003506,
552,0.004236,
553,0.004934,
554,0.004033,
555,0.002525,
556,0.001551,
557,0.001300,
558,0.001078,
559,0.001650,
560,0.002624,
561,0.003480,
562,0.003249,
563,0.003677,
564,0.004923,
565,0.006096,
566,0.005443,
567,0.002908,
568,0.000908,
569,0.001561,
570,0.002303,
571,0.002536,
572,0.002280,
573,0.001420,
574,0.001449,
575,0.001215,
576,0.001206,
577,0.001317,
578,0.001869,
579,0.001483,
580,0.001435,
581,0.001579,
582,0.001899,
583,0.001859,
584,0.001130,
585,0.000241,
586,0.000049,
587,0.000049,
588,0.000059,
589,0.000099,
590,0.000158,
591,0.000161,
592,0.000480,
593,0.000834,
594,0.001431,
595,0.001427,
596,0.001637,
597,0.001359,
598,0.001197,
599,0.000802,
600,0.000156,
601,0.000022,
602,0.000103,
603,0.000138,
604,0.000145,
605,0.000415,
606,0.000360,
607,0.000480,
608,0.000433,
609,0.000245,
610,0.000341,
611,0.000302,
612,0.000273,
613,0.000232,
614,0.000000,
615,0.000000,
616,0.000000,
