Types,OHSP-350
version,1.70.6
Describe,OHS
Test date,2026-07-10
Test time,00:06:10
E(lx),64.28
Candle E(fc),5.97
CCT(K),100000
Duv,-0.01003
CIE x,0.1497
CIE y,0.0886
CIE u,0.1591
CIE v,0.1412
CIE u',0.1591
CIE v',0.2118
SDCM,100.00
Ra,-8.8
R1,10
R2,32
R3,-70
R4,-60
R5,30
R6,23
R7,-7
R8,-28
R9,-99
R10,-55
R11,-82
R12,9
R13,22
R14,6
R15,15
Ee(mW/c©O),0.062
S/P,9.689
Dominant(nm),469.60
Purity(%),88.3
Half width(nm),24.2
Peak(nm),457.7
Center(nm),459.1
Centroid(nm),469.6
R ratio(%),0.1
G ratio(%),11.0
B ratio(%),88.9
CIE1931 X,159.063
CIE1931 Y,94.115
CIE1931 Z,809.633
TLCI-2012,3
Integral Time(ms),200.00
Peak Signal,52046
Dark Signal,1300
Compensate level,2862
Start wava(nm),380
End wava(nm),780
Wava(nm),[mW/m2/nm]
380,0.000000,
381,0.000000,
382,0.000000,
383,0.000000,
384,0.000000,
385,0.000000,
386,0.000000,
387,0.000000,
388,0.000000,
389,0.000000,
390,0.000000,
391,0.000000,
392,0.000000,
393,0.000000,
394,0.000000,
395,0.000000,
396,0.000000,
397,0.000000,
398,0.000000,
399,0.000000,
400,0.000000,
401,0.000000,
402,0.000000,
403,0.000000,
404,0.000000,
405,0.000000,
406,0.000000,
407,0.000000,
408,0.000000,
409,0.000201,
410,0.000859,
411,0.001199,
412,0.006334,
413,0.012058,
414,0.019379,
415,0.026046,
416,0.035864,
417,0.051693,
418,0.070233,
419,0.090844,
420,0.113477,
421,0.144329,
422,0.184110,
423,0.234954,
424,0.292687,
425,0.361158,
426,0.439934,
427,0.534861,
428,0.652621,
429,0.791738,
430,0.956253,
431,1.138387,
432,1.349289,
433,1.586668,
434,1.865121,
435,2.182566,
436,2.507031,
437,2.901787,
438,3.316599,
439,3.765763,
440,4.246027,
441,4.771742,
442,5.337765,
443,5.948113,
444,6.619285,
445,7.358928,
446,8.171554,
447,9.066216,
448,10.038795,
449,11.077701,
450,12.176366,
451,13.326083,
452,14.502490,
453,15.632390,
454,16.655540,
455,17.542736,
456,18.255783,
457,18.694370,
458,18.827520,
459,18.693436,
460,18.342821,
461,17.847651,
462,17.204321,
463,16.410421,
464,15.470204,
465,14.483604,
466,13.539807,
467,12.662219,
468,11.885281,
469,11.175013,
470,10.516062,
471,9.884853,
472,9.276524,
473,8.692363,
474,8.210354,
475,7.661206,
476,7.126938,
477,6.597396,
478,6.084328,
479,5.606181,
480,5.171200,
481,4.772877,
482,4.413996,
483,4.092001,
484,3.801715,
485,3.547743,
486,3.320059,
487,3.140023,
488,2.953283,
489,2.778561,
490,2.616166,
491,2.466960,
492,2.321762,
493,2.188843,
494,2.063226,
495,1.950503,
496,1.850626,
497,1.758970,
498,1.686562,
499,1.607686,
500,1.538340,
501,1.475436,
502,1.422218,
503,1.377800,
504,1.336731,
505,1.294548,
506,1.251354,
507,1.217315,
508,1.187099,
509,1.161170,
510,1.136173,
511,1.107760,
512,1.079328,
513,1.055513,
514,1.036567,
515,1.022142,
516,1.010252,
517,0.998585,
518,0.987519,
519,0.975905,
520,0.964269,
521,0.955323,
522,0.946749,
523,0.940954,
524,0.932629,
525,0.926335,
526,0.919349,
527,0.916207,
528,0.912672,
529,0.905283,
530,0.895983,
531,0.888874,
532,0.887575,
533,0.884609,
534,0.879938,
535,0.872550,
536,0.865795,
537,0.854511,
538,0.846215,
539,0.840364,
540,0.831107,
541,0.820580,
542,0.810423,
543,0.804329,
544,0.799475,
545,0.791433,
546,0.778857,
547,0.766322,
548,0.749068,
549,0.735428,
550,0.722200,
551,0.715132,
552,0.703710,
553,0.690673,
554,0.676387,
555,0.662675,
556,0.648798,
557,0.633231,
558,0.618107,
559,0.603694,
560,0.591582,
561,0.580252,
562,0.568283,
563,0.557858,
564,0.547364,
565,0.536140,
566,0.520193,
567,0.502774,
568,0.483049,
569,0.467668,
570,0.454647,
571,0.440237,
572,0.426126,
573,0.409634,
574,0.394796,
575,0.380944,
576,0.368911,
577,0.355571,
578,0.339106,
579,0.321989,
580,0.308915,
581,0.292772,
582,0.276566,
583,0.258442,
584,0.242848,
585,0.231776,
586,0.218179,
587,0.202669,
588,0.188840,
589,0.178245,
590,0.170892,
591,0.160882,
592,0.146962,
593,0.131886,
594,0.120735,
595,0.112083,
596,0.103033,
597,0.092564,
598,0.080791,
599,0.070897,
600,0.061687,
601,0.052198,
602,0.044056,
603,0.036325,
604,0.029665,
605,0.029680,
606,0.032005,
607,0.035315,
608,0.033355,
609,0.027834,
610,0.024547,
611,0.017991,
612,0.012937,
613,0.011037,
614,0.012155,
615,0.013998,
616,0.011907,
617,0.008480,
618,0.009171,
619,0.011794,
620,0.013538,
621,0.009842,
622,0.005190,
623,0.001241,
624,0.000169,
625,0.000674,
626,0.000677,
627,0.001011,
628,0.001052,
629,0.002249,
630,0.002430,
631,0.001999,
632,0.001150,
633,0.000000,
634,0.000000,
635,0.000000,
636,0.000000,
637,0.000000,
