Types,OHSP-350
version,1.70.6
Describe,OHS
Test date,2026-07-10
Test time,01:45:25
E(lx),41.04
Candle E(fc),3.81
CCT(K),16416
Duv,0.05910
CIE x,0.2090
CIE y,0.3235
CIE u,0.1293
CIE v,0.3003
CIE u',0.1293
CIE v',0.4504
SDCM,90.71
Ra,45.0
R1,15
R2,57
R3,77
R4,23
R5,35
R6,56
R7,77
R8,20
R9,-99
R10,19
R11,10
R12,38
R13,22
R14,81
R15,6
Ee(mW/c©O),0.013
S/P,3.328
Dominant(nm),490.70
Purity(%),42.7
Half width(nm),138.5
Peak(nm),434.7
Center(nm),498.6
Centroid(nm),503.0
R ratio(%),1.6
G ratio(%),48.9
B ratio(%),49.5
CIE1931 X,38.816
CIE1931 Y,60.087
CIE1931 Z,86.835
TLCI-2012,10
Integral Time(ms),5000.00
Peak Signal,65534
Dark Signal,4154
Compensate level,2850
Start wava(nm),380
End wava(nm),780
Wava(nm),[mW/m2/nm]
380,0.000530,
381,0.001017,
382,0.003176,
383,0.004791,
384,0.006098,
385,0.005323,
386,0.002753,
387,0.001004,
388,0.000905,
389,0.002406,
390,0.002402,
391,0.002959,
392,0.001889,
393,0.002160,
394,0.003089,
395,0.002975,
396,0.003665,
397,0.003116,
398,0.002361,
399,0.001300,
400,0.000612,
401,0.001093,
402,0.002627,
403,0.005577,
404,0.006301,
405,0.006540,
406,0.005327,
407,0.005068,
408,0.006138,
409,0.007300,
410,0.009801,
411,0.013361,
412,0.017871,
413,0.023697,
414,0.028241,
415,0.035500,
416,0.043173,
417,0.053750,
418,0.066622,
419,0.079227,
420,0.095327,
421,0.114514,
422,0.138305,
423,0.166576,
424,0.199390,
425,0.236124,
426,0.279415,
427,0.329376,
428,0.388537,
429,0.457523,
430,0.536995,
431,0.629207,
432,0.746256,
433,0.866411,
434,0.962229,
435,1.016398,
436,1.030162,
437,1.028266,
438,1.021039,
439,1.013238,
440,1.005972,
441,1.000138,
442,0.995506,
443,0.991098,
444,0.987830,
445,0.984163,
446,0.980665,
447,0.977077,
448,0.972456,
449,0.966264,
450,0.959030,
451,0.952949,
452,0.947354,
453,0.942077,
454,0.936037,
455,0.930176,
456,0.926041,
457,0.921944,
458,0.918709,
459,0.916934,
460,0.913856,
461,0.911396,
462,0.908925,
463,0.906905,
464,0.905193,
