Types,OHSP-350
version,1.70.6
Describe,OHS
Test date,2026-07-10
Test time,00:04:54
E(lx),1.93
Candle E(fc),0.18
CCT(K),100000
Duv,0.00269
CIE x,0.1539
CIE y,0.1122
CIE u,0.1525
CIE v,0.1667
CIE u',0.1525
CIE v',0.2500
SDCM,100.00
Ra,8.0
R1,8
R2,54
R3,-30
R4,-44
R5,30
R6,47
R7,15
R8,-16
R9,-99
R10,6
R11,-66
R12,47
R13,23
R14,26
R15,13
Ee(mW/c©O),0.001
S/P,7.765
Dominant(nm),472.10
Purity(%),83.5
Half width(nm),20.8
Peak(nm),455.5
Center(nm),456.9
Centroid(nm),474.8
R ratio(%),0.7
G ratio(%),16.3
B ratio(%),83.0
CIE1931 X,3.884
CIE1931 Y,2.830
CIE1931 Z,18.519
TLCI-2012,4
Integral Time(ms),5000.00
Peak Signal,34663
Dark Signal,3329
Compensate level,2836
Start wava(nm),380
End wava(nm),780
Wava(nm),[mW/m2/nm]
380,0.000000,
381,0.000037,
382,0.000711,
383,0.001244,
384,0.002002,
385,0.001770,
386,0.000895,
387,0.000272,
388,0.000526,
389,0.001396,
390,0.001350,
391,0.001279,
392,0.000130,
393,0.000085,
394,0.000262,
395,0.000291,
396,0.000283,
397,0.000076,
398,0.000013,
399,0.000000,
400,0.000031,
401,0.000338,
402,0.000988,
403,0.001582,
404,0.001389,
405,0.001040,
406,0.000227,
407,0.000175,
408,0.000103,
409,0.000000,
410,0.000061,
411,0.000150,
412,0.000256,
413,0.000316,
414,0.000180,
415,0.000114,
416,0.000027,
417,0.000181,
418,0.000526,
419,0.000521,
420,0.000469,
421,0.000053,
422,0.000055,
423,0.000410,
424,0.001100,
425,0.001312,
426,0.001289,
427,0.001813,
428,0.003242,
429,0.007328,
430,0.012410,
431,0.018582,
432,0.023599,
433,0.027351,
434,0.030366,
435,0.034215,
436,0.038889,
437,0.047682,
438,0.059608,
439,0.072502,
440,0.087363,
441,0.102192,
442,0.118222,
443,0.136898,
444,0.156561,
445,0.181349,
446,0.208574,
447,0.239152,
448,0.273316,
449,0.308988,
450,0.345023,
451,0.377614,
452,0.406582,
453,0.431069,
454,0.449987,
455,0.460963,
456,0.461947,
457,0.454379,
458,0.439702,
459,0.422846,
460,0.398385,
461,0.372393,
462,0.346959,
463,0.324021,
464,0.303398,
465,0.284191,
466,0.267009,
467,0.251141,
468,0.237288,
469,0.223984,
470,0.211895,
471,0.198970,
472,0.186961,
473,0.174503,
474,0.163298,
475,0.150741,
476,0.139045,
477,0.127746,
478,0.118444,
479,0.110966,
480,0.103656,
481,0.095936,
482,0.089540,
483,0.084288,
484,0.080982,
485,0.076307,
486,0.070939,
487,0.066646,
488,0.063317,
489,0.061657,
490,0.060347,
491,0.059460,
492,0.057255,
493,0.055442,
494,0.054117,
495,0.051096,
496,0.048708,
497,0.046367,
498,0.045728,
499,0.045646,
500,0.045974,
501,0.044737,
502,0.042601,
503,0.041332,
504,0.041226,
505,0.042227,
506,0.042121,
507,0.040358,
508,0.040331,
509,0.039396,
510,0.038665,
511,0.037821,
512,0.036716,
513,0.036030,
514,0.035685,
515,0.035448,
516,0.036922,
517,0.036950,
518,0.036022,
519,0.034292,
520,0.033279,
521,0.033427,
522,0.033648,
523,0.034512,
524,0.035524,
525,0.035369,
526,0.036039,
527,0.037093,
528,0.036519,
529,0.035993,
530,0.034688,
531,0.035228,
532,0.035763,
533,0.035236,
534,0.034664,
535,0.036048,
536,0.037711,
537,0.036773,
538,0.035462,
539,0.032993,
540,0.031666,
541,0.030858,
542,0.031193,
543,0.033087,
544,0.033711,
545,0.034417,
546,0.033374,
547,0.031627,
548,0.029579,
549,0.026957,
550,0.025542,
551,0.026287,
552,0.026578,
553,0.027098,
554,0.025973,
555,0.024225,
556,0.022156,
557,0.021122,
558,0.020246,
559,0.020282,
560,0.021151,
